dates,ret_5_yr_daily,ret_10_yr_daily,bps_credit_aaa,bps_credit_baa,spread_aaa.minus.baa
11/3/1986,6.702,7.275,8.7,10.1,1.4
11/4/1986,6.702,7.28,8.72,10.09,1.37
11/5/1986,6.732,7.243,8.71,10.06,1.35
11/6/1986,6.784,7.323,8.74,10.09,1.35
11/7/1986,6.905,7.44,8.79,10.13,1.34
11/10/1986,6.845,7.332,8.79,10.14,1.35
11/12/1986,6.808,7.305,8.78,10.11,1.33
11/13/1986,6.815,7.314,8.76,10.11,1.35
11/14/1986,6.778,7.261,8.73,10.11,1.38
11/17/1986,6.733,7.203,8.67,10.07,1.4
11/18/1986,6.771,7.247,8.67,10.07,1.4
11/19/1986,6.681,7.15,8.66,10.05,1.39
11/20/1986,6.741,7.207,8.63,10.02,1.39
11/21/1986,6.696,7.15,8.62,10.01,1.39
11/24/1986,6.674,7.088,8.58,9.99,1.41
11/25/1986,6.68,7.154,8.54,9.99,1.45
11/26/1986,6.665,7.127,8.54,9.99,1.45
11/28/1986,6.665,7.136,8.53,10,1.47
12/1/1986,6.687,7.14,8.55,10,1.45
12/2/1986,6.608,7.074,8.54,10,1.46
12/3/1986,6.593,7.057,8.52,9.98,1.46
12/4/1986,6.529,6.969,8.51,9.97,1.46
12/5/1986,6.629,7.092,8.47,9.94,1.47
12/8/1986,6.593,7.043,8.46,9.98,1.52
12/9/1986,6.593,7.056,8.47,9.97,1.5
12/10/1986,6.579,7.034,8.48,9.95,1.47
12/11/1986,6.622,7.082,8.48,9.95,1.47
12/12/1986,6.651,7.118,8.5,9.98,1.48
12/15/1986,6.687,7.135,8.52,9.98,1.46
12/16/1986,6.658,7.108,8.51,9.97,1.46
12/17/1986,6.672,7.1,8.51,9.98,1.47
12/18/1986,6.701,7.091,8.52,9.98,1.46
12/19/1986,6.686,7.082,8.5,9.95,1.45
12/22/1986,6.686,7.073,8.49,9.99,1.5
12/23/1986,6.679,7.068,8.47,9.99,1.52
12/24/1986,6.679,7.068,8.46,9.98,1.52
12/26/1986,6.679,7.064,8.44,9.96,1.52
12/29/1986,6.803,7.179,8.45,9.92,1.47
12/30/1986,6.811,7.201,8.5,9.98,1.48
12/31/1986,6.811,7.223,8.53,9.99,1.46
1/2/1987,6.73,7.134,8.49,9.97,1.48
1/5/1987,6.671,7.054,8.44,9.9,1.46
1/6/1987,6.664,7.063,8.41,9.86,1.45
1/7/1987,6.591,7.001,8.4,9.82,1.42
1/8/1987,6.62,7.054,8.37,9.76,1.39
1/9/1987,6.569,6.992,8.36,9.74,1.38
1/12/1987,6.62,7.054,8.34,9.72,1.38
1/13/1987,6.642,7.08,8.32,9.72,1.4
1/14/1987,6.649,7.089,8.32,9.72,1.4
1/15/1987,6.634,7.054,8.34,9.69,1.35
1/16/1987,6.59,7.014,8.34,9.67,1.33
1/20/1987,6.561,7.001,8.33,9.64,1.31
1/21/1987,6.561,6.983,8.3,9.64,1.34
1/22/1987,6.561,7.005,8.29,9.64,1.35
1/23/1987,6.605,7.093,8.32,9.64,1.32
1/26/1987,6.649,7.133,8.33,9.67,1.34
1/27/1987,6.649,7.133,8.4,9.68,1.28
1/28/1987,6.627,7.115,8.4,9.7,1.3
1/29/1987,6.641,7.115,8.37,9.68,1.31
1/30/1987,6.701,7.178,8.36,9.68,1.32
2/2/1987,6.73,7.2,8.38,9.68,1.3
2/3/1987,6.745,7.218,8.39,9.65,1.26
2/4/1987,6.753,7.223,8.39,9.67,1.28
2/5/1987,6.664,7.133,8.39,9.63,1.24
2/6/1987,6.708,7.169,8.36,9.61,1.25
2/9/1987,6.775,7.223,8.35,9.61,1.26
2/10/1987,6.858,7.304,8.39,9.65,1.26
2/11/1987,6.895,7.313,8.41,9.69,1.28
2/12/1987,6.79,7.232,8.42,9.68,1.26
2/13/1987,6.828,7.268,8.39,9.67,1.28
2/17/1987,6.836,7.277,8.42,9.68,1.26
2/18/1987,6.798,7.259,8.42,9.68,1.26
2/19/1987,6.738,7.204,8.4,9.66,1.26
2/20/1987,6.776,7.241,8.37,9.67,1.3
2/23/1987,6.753,7.204,8.39,9.66,1.27
2/24/1987,6.738,7.191,8.37,9.64,1.27
2/25/1987,6.767,7.218,8.35,9.62,1.27
2/26/1987,6.745,7.186,8.35,9.64,1.29
2/27/1987,6.709,7.159,8.36,9.62,1.26
3/2/1987,6.687,7.15,8.34,9.63,1.29
3/3/1987,6.716,7.186,8.33,9.62,1.29
3/4/1987,6.665,7.114,8.36,9.6,1.24
3/5/1987,6.687,7.137,8.32,9.59,1.27
3/6/1987,6.781,7.209,8.34,9.58,1.24
3/9/1987,6.774,7.204,8.36,9.61,1.25
3/10/1987,6.796,7.209,8.36,9.62,1.26
3/11/1987,6.788,7.204,8.37,9.62,1.25
3/12/1987,6.788,7.2,8.37,9.62,1.25
3/13/1987,6.752,7.168,8.36,9.59,1.23
3/16/1987,6.781,7.2,8.35,9.58,1.23
3/17/1987,6.745,7.173,8.36,9.58,1.22
3/18/1987,6.752,7.186,8.35,9.57,1.22
3/19/1987,6.774,7.195,8.36,9.57,1.21
3/20/1987,6.767,7.205,8.36,9.58,1.22
3/23/1987,6.803,7.227,8.36,9.59,1.23
3/24/1987,6.81,7.214,8.36,9.61,1.25
3/25/1987,6.832,7.232,8.36,9.62,1.26
3/26/1987,6.803,7.214,8.34,9.62,1.28
3/27/1987,6.914,7.333,8.37,9.64,1.27
3/30/1987,7.07,7.527,8.45,9.68,1.23
3/31/1987,7.085,7.537,8.47,9.7,1.23
4/1/1987,7.085,7.528,8.52,9.75,1.23
4/2/1987,7.19,7.64,8.54,9.74,1.2
4/3/1987,7.085,7.542,8.54,9.75,1.21
4/6/1987,7.063,7.523,8.53,9.72,1.19
4/7/1987,7.183,7.632,8.53,9.74,1.21
4/8/1987,7.138,7.594,8.52,9.74,1.22
4/9/1987,7.327,7.784,8.59,9.79,1.2
4/10/1987,7.556,7.958,8.63,9.85,1.22
4/13/1987,7.789,8.194,8.72,9.92,1.2
4/14/1987,7.789,8.185,8.83,10.04,1.21
4/15/1987,7.635,8.047,8.88,10.12,1.24
4/16/1987,7.52,7.979,8.85,10.12,1.27
4/20/1987,7.738,8.186,8.94,10.11,1.17
4/21/1987,7.661,8.097,9.05,10.19,1.14
4/22/1987,7.84,8.286,9.05,10.22,1.17
4/23/1987,7.864,8.297,9.11,10.29,1.18
4/24/1987,8.03,8.449,9.18,10.33,1.15
4/27/1987,7.969,8.389,9.24,10.38,1.14
4/28/1987,7.851,8.218,9.26,10.37,1.11
4/29/1987,8.065,8.471,9.21,10.37,1.16
4/30/1987,7.79,8.179,9.17,10.37,1.2
5/1/1987,7.947,8.349,9.15,10.35,1.2
5/4/1987,8.092,8.467,9.21,10.42,1.21
5/5/1987,8.069,8.401,9.2,10.41,1.21
5/6/1987,8.117,8.516,9.2,10.44,1.24
5/7/1987,8.102,8.493,9.23,10.48,1.25
5/8/1987,8.015,8.413,9.21,10.48,1.27
5/11/1987,8.217,8.596,9.21,10.41,1.2
5/12/1987,8.129,8.516,9.23,10.46,1.23
5/13/1987,8.138,8.511,9.25,10.45,1.2
5/14/1987,8.187,8.568,9.24,10.46,1.22
5/15/1987,8.421,8.749,9.31,10.46,1.15
5/18/1987,8.408,8.748,9.39,10.52,1.13
5/19/1987,8.581,8.903,9.45,10.55,1.1
5/20/1987,8.59,8.903,9.51,10.64,1.13
5/21/1987,8.533,8.864,9.57,10.71,1.14
5/22/1987,8.43,8.748,9.54,10.69,1.15
5/26/1987,8.171,8.482,9.43,10.61,1.18
5/27/1987,8.265,8.553,9.39,10.56,1.17
5/28/1987,8.235,8.538,9.39,10.59,1.2
5/29/1987,8.153,8.463,9.4,10.57,1.17
6/1/1987,8.093,8.425,9.36,10.54,1.18
6/2/1987,8.401,8.777,9.41,10.61,1.2
6/3/1987,8.22,8.585,9.38,10.63,1.25
6/4/1987,8.197,8.533,9.38,10.62,1.24
6/5/1987,8.115,8.481,9.36,10.63,1.27
6/8/1987,8.152,8.519,9.36,10.61,1.25
6/9/1987,8.182,8.552,9.39,10.61,1.22
6/10/1987,8.182,8.552,9.37,10.58,1.21
6/11/1987,8.114,8.5,9.37,10.58,1.21
6/12/1987,7.92,8.303,9.33,10.52,1.19
6/15/1987,7.868,8.256,9.32,10.52,1.2
6/16/1987,7.868,8.261,9.31,10.49,1.18
6/17/1987,7.794,8.201,9.27,10.47,1.2
6/18/1987,7.897,8.307,9.29,10.48,1.19
6/19/1987,7.889,8.293,9.29,10.45,1.16
6/22/1987,7.822,8.219,9.24,10.43,1.19
6/23/1987,7.866,8.242,9.25,10.42,1.17
6/24/1987,7.933,8.297,9.25,10.44,1.19
6/25/1987,7.932,8.279,9.25,10.43,1.18
6/26/1987,7.992,8.334,9.25,10.45,1.2
6/29/1987,7.969,8.325,9.3,10.48,1.18
6/30/1987,8.006,8.367,9.33,10.5,1.17
7/1/1987,7.968,8.348,9.34,10.54,1.2
7/2/1987,7.915,8.292,9.33,10.55,1.22
7/6/1987,7.908,8.301,9.3,10.53,1.23
7/7/1987,7.855,8.245,9.3,10.52,1.22
7/8/1987,7.9,8.306,9.32,10.52,1.2
7/9/1987,7.937,8.367,9.32,10.51,1.19
7/10/1987,7.899,8.315,9.33,10.52,1.19
7/13/1987,7.929,8.366,9.34,10.53,1.19
7/14/1987,7.876,8.319,9.36,10.57,1.21
7/15/1987,7.973,8.427,9.38,10.6,1.22
7/16/1987,7.951,8.399,9.36,10.56,1.2
7/17/1987,7.905,8.357,9.38,10.57,1.19
7/20/1987,7.957,8.408,9.38,10.57,1.19
7/21/1987,8.01,8.489,9.41,10.6,1.19
7/22/1987,8.048,8.541,9.47,10.64,1.17
7/23/1987,8.04,8.517,9.5,10.66,1.16
7/24/1987,8.116,8.575,9.52,10.64,1.12
7/27/1987,8.123,8.56,9.54,10.71,1.17
7/28/1987,8.161,8.613,9.54,10.73,1.19
7/29/1987,8.108,8.551,9.57,10.74,1.17
7/30/1987,8.153,8.594,9.57,10.76,1.19
7/31/1987,8.207,8.652,9.57,10.77,1.2
8/3/1987,8.322,8.783,9.64,10.84,1.2
8/4/1987,8.299,8.778,9.63,10.86,1.23
8/5/1987,8.245,8.7,9.66,10.85,1.19
8/6/1987,8.261,8.7,9.65,10.85,1.2
8/7/1987,8.237,8.671,9.66,10.79,1.13
8/10/1987,8.26,8.715,9.65,10.77,1.12
8/11/1987,8.237,8.72,9.64,10.77,1.13
8/12/1987,8.237,8.712,9.62,10.76,1.14
8/13/1987,8.145,8.579,9.6,10.76,1.16
8/14/1987,8.129,8.551,9.63,10.75,1.12
8/17/1987,8.16,8.584,9.64,10.71,1.07
8/18/1987,8.276,8.716,9.7,10.77,1.07
8/19/1987,8.377,8.798,9.72,10.79,1.07
8/20/1987,8.307,8.735,9.68,10.77,1.09
8/21/1987,8.307,8.764,9.66,10.79,1.13
8/24/1987,8.323,8.774,9.67,10.79,1.12
8/25/1987,8.276,8.721,9.66,10.79,1.13
8/26/1987,8.338,8.769,9.68,10.8,1.12
8/27/1987,8.519,8.957,9.71,10.85,1.14
8/28/1987,8.564,8.996,9.76,10.88,1.12
8/31/1987,8.526,8.967,9.79,10.92,1.13
9/1/1987,8.64,9.085,9.8,10.91,1.11
9/2/1987,8.763,9.244,9.87,11,1.13
9/3/1987,8.786,9.249,9.91,11.1,1.19
9/4/1987,8.848,9.289,9.96,11.08,1.12
9/8/1987,9.034,9.482,10.05,11.18,1.13
9/9/1987,9.011,9.446,10.19,11.26,1.07
9/10/1987,8.957,9.38,10.17,11.15,0.98
9/11/1987,8.91,9.33,10.17,11.24,1.07
9/14/1987,8.864,9.325,10.18,11.26,1.08
9/15/1987,9.028,9.487,10.26,11.38,1.12
9/16/1987,9.012,9.493,10.34,11.44,1.1
9/17/1987,8.887,9.36,10.33,11.45,1.12
9/18/1987,8.927,9.381,10.3,11.45,1.15
9/21/1987,8.966,9.442,10.28,11.41,1.13
9/22/1987,8.896,9.361,10.24,11.43,1.19
9/23/1987,8.935,9.381,10.22,11.42,1.2
9/24/1987,9.076,9.524,10.24,11.41,1.17
9/25/1987,9.068,9.514,10.29,11.44,1.15
9/28/1987,9.061,9.494,10.26,11.39,1.13
9/29/1987,9.22,9.659,10.32,11.5,1.18
9/30/1987,9.164,9.587,10.41,11.54,1.13
10/1/1987,9.22,9.649,10.34,11.48,1.14
10/2/1987,9.173,9.577,10.35,11.56,1.21
10/5/1987,9.285,9.692,10.39,11.57,1.18
10/6/1987,9.261,9.671,10.43,11.59,1.16
10/7/1987,9.334,9.734,10.39,11.55,1.16
10/8/1987,9.463,9.823,10.58,11.66,1.08
10/9/1987,9.505,9.888,10.6,11.68,1.08
10/13/1987,9.481,9.867,10.6,11.72,1.12
10/14/1987,9.799,10.195,10.7,11.78,1.08
10/15/1987,9.874,10.234,10.85,11.82,0.97
10/16/1987,9.752,10.131,10.85,11.82,0.97
10/19/1987,9.058,9.647,11.06,12.04,0.98
10/20/1987,8.908,9.399,10.74,11.87,1.13
10/21/1987,8.868,9.313,10.7,11.8,1.1
10/22/1987,8.509,8.924,10.49,11.65,1.16
10/23/1987,8.548,8.968,10.42,11.51,1.09
10/26/1987,8.271,8.724,10.27,11.38,1.11
10/27/1987,8.394,8.924,10.25,11.34,1.09
10/28/1987,8.417,8.983,10.3,11.37,1.07
10/29/1987,8.224,8.802,10.22,11.35,1.13
10/30/1987,8.309,8.875,10.19,11.33,1.14
11/2/1987,8.44,8.988,10.19,11.35,1.16
11/3/1987,8.37,8.919,10.16,11.38,1.22
11/4/1987,8.285,8.88,10.09,11.3,1.21
11/5/1987,8.17,8.729,9.98,11.21,1.23
11/6/1987,8.293,8.762,10,11.17,1.17
11/9/1987,8.254,8.748,10,11.17,1.17
11/10/1987,8.254,8.786,9.96,11.18,1.22
11/12/1987,8.231,8.781,9.96,11.19,1.23
11/13/1987,8.331,8.857,9.98,11.19,1.21
11/16/1987,8.315,8.814,9.95,11.21,1.26
11/17/1987,8.354,8.848,9.97,11.22,1.25
11/18/1987,8.362,8.848,9.97,11.22,1.25
11/19/1987,8.323,8.824,9.99,11.23,1.24
11/20/1987,8.276,8.757,9.96,11.22,1.26
11/23/1987,8.331,8.809,9.99,11.22,1.23
11/24/1987,8.393,8.919,9.99,11.21,1.22
11/25/1987,8.446,8.972,10,11.22,1.22
11/27/1987,8.575,9.078,10.06,11.22,1.16
11/30/1987,8.461,8.972,10.13,11.23,1.1
12/1/1987,8.476,8.996,10.13,11.23,1.1
12/2/1987,8.453,8.986,10.11,11.23,1.12
12/3/1987,8.355,8.894,10.06,11.25,1.19
12/4/1987,8.438,8.962,10.01,11.21,1.2
12/7/1987,8.521,9.059,10.05,11.25,1.2
12/8/1987,8.529,9.063,10.1,11.25,1.15
12/9/1987,8.514,9.049,10.11,11.24,1.13
12/10/1987,8.667,9.221,10.2,11.34,1.14
12/11/1987,8.737,9.285,10.26,11.43,1.17
12/14/1987,8.66,9.201,10.26,11.42,1.16
12/15/1987,8.529,9.049,10.22,11.4,1.18
12/16/1987,8.506,9.005,10.18,11.37,1.19
12/17/1987,8.506,9.029,10.16,11.34,1.18
12/18/1987,8.369,8.845,10.11,11.29,1.18
12/21/1987,8.415,8.893,10.08,11.3,1.22
12/22/1987,8.483,8.937,10.09,11.31,1.22
12/23/1987,8.407,8.812,10.09,11.27,1.18
12/24/1987,8.422,8.826,10.04,11.23,1.19
12/28/1987,8.476,8.908,10.06,11.27,1.21
12/29/1987,8.361,8.797,10.07,11.23,1.16
12/30/1987,8.315,8.754,10.06,11.23,1.17
12/31/1987,8.399,8.859,10.06,11.22,1.16
1/4/1988,8.33,8.792,10.02,11.21,1.19
1/5/1988,8.269,8.725,9.99,11.21,1.22
1/6/1988,8.399,8.859,9.98,11.2,1.22
1/7/1988,8.33,8.801,9.99,11.21,1.22
1/8/1988,8.43,8.922,10.04,11.27,1.23
1/11/1988,8.399,8.922,10.02,11.23,1.21
1/12/1988,8.399,8.926,10.02,11.22,1.2
1/13/1988,8.353,8.854,10.01,11.21,1.2
1/14/1988,8.322,8.83,9.99,11.18,1.19
1/15/1988,8.131,8.587,9.95,11.11,1.16
1/19/1988,8.146,8.625,9.89,11.04,1.15
1/20/1988,8.093,8.591,9.88,11,1.12
1/21/1988,8.032,8.521,9.88,11,1.12
1/22/1988,7.994,8.464,9.82,10.97,1.15
1/25/1988,7.979,8.45,9.7,10.89,1.19
1/26/1988,8.062,8.534,9.72,10.91,1.19
1/27/1988,7.873,8.339,9.67,10.87,1.2
1/28/1988,7.812,8.311,9.59,10.82,1.23
1/29/1988,7.752,8.256,9.52,10.77,1.25
2/1/1988,7.781,8.274,9.49,10.78,1.29
2/2/1988,7.706,8.173,9.49,10.73,1.24
2/3/1988,7.751,8.219,9.43,10.69,1.26
2/4/1988,7.773,8.271,9.45,10.69,1.24
2/5/1988,7.616,8.103,9.42,10.66,1.24
2/8/1988,7.682,8.173,9.44,10.65,1.21
2/9/1988,7.622,8.145,9.43,10.63,1.2
2/10/1988,7.554,8.094,9.4,10.6,1.2
2/11/1988,7.614,8.154,9.41,10.6,1.19
2/12/1988,7.719,8.247,9.4,10.63,1.23
2/16/1988,7.755,8.294,9.43,10.63,1.2
2/17/1988,7.77,8.299,9.41,10.6,1.19
2/18/1988,7.732,8.261,9.39,10.59,1.2
2/19/1988,7.739,8.257,9.39,10.58,1.19
2/22/1988,7.708,8.224,9.38,10.59,1.21
2/23/1988,7.67,8.168,9.34,10.56,1.22
2/24/1988,7.7,8.196,9.31,10.54,1.23
2/25/1988,7.738,8.238,9.32,10.54,1.22
2/26/1988,7.671,8.168,9.3,10.56,1.26
2/29/1988,7.649,8.149,9.29,10.53,1.24
3/1/1988,7.649,8.153,9.26,10.5,1.24
3/2/1988,7.597,8.112,9.25,10.48,1.23
3/3/1988,7.597,8.112,9.25,10.42,1.17
3/4/1988,7.76,8.275,9.29,10.45,1.16
3/7/1988,7.797,8.317,9.33,10.46,1.13
3/8/1988,7.79,8.317,9.33,10.48,1.15
3/9/1988,7.79,8.303,9.33,10.5,1.17
3/10/1988,7.82,8.345,9.35,10.53,1.18
3/11/1988,7.782,8.284,9.38,10.53,1.15
3/14/1988,7.782,8.293,9.38,10.55,1.17
3/15/1988,7.767,8.284,9.36,10.54,1.18
3/16/1988,7.865,8.379,9.37,10.56,1.19
3/17/1988,7.775,8.293,9.35,10.54,1.19
3/18/1988,7.872,8.412,9.36,10.54,1.18
3/21/1988,7.925,8.45,9.41,10.62,1.21
3/22/1988,7.933,8.45,9.43,10.63,1.2
3/23/1988,8.001,8.489,9.43,10.63,1.2
3/24/1988,8.024,8.508,9.47,10.65,1.18
3/25/1988,7.948,8.441,9.47,10.67,1.2
3/28/1988,8.078,8.61,9.5,10.68,1.18
3/29/1988,8.017,8.532,9.52,10.69,1.17
3/30/1988,8.017,8.547,9.55,10.77,1.22
3/31/1988,8.033,8.542,9.56,10.76,1.2
4/4/1988,8.178,8.659,9.6,10.83,1.23
4/5/1988,8.155,8.644,9.61,10.84,1.23
4/6/1988,8.094,8.571,9.62,10.84,1.22
4/7/1988,8.117,8.586,9.63,10.83,1.2
4/8/1988,8.026,8.484,9.59,10.79,1.2
4/11/1988,8.103,8.581,9.6,10.84,1.24
4/12/1988,8.064,8.557,9.58,10.83,1.25
4/13/1988,8.041,8.538,9.59,10.81,1.22
4/14/1988,8.134,8.674,9.63,10.89,1.26
4/15/1988,8.204,8.738,9.67,10.92,1.25
4/18/1988,8.259,8.818,9.72,10.96,1.24
4/19/1988,8.274,8.838,9.71,10.98,1.27
4/20/1988,8.243,8.798,9.74,10.99,1.25
4/21/1988,8.244,8.803,9.73,10.97,1.24
4/22/1988,8.221,8.769,9.75,10.98,1.23
4/25/1988,8.221,8.769,9.74,10.95,1.21
4/26/1988,8.221,8.779,9.73,10.94,1.21
4/27/1988,8.237,8.799,9.72,10.85,1.13
4/28/1988,8.331,8.868,9.72,10.94,1.22
4/29/1988,8.332,8.889,9.73,10.94,1.21
5/2/1988,8.356,8.904,9.76,10.95,1.19
5/3/1988,8.325,8.879,9.79,10.96,1.17
5/4/1988,8.357,8.919,9.78,10.96,1.18
5/5/1988,8.38,8.914,9.77,10.95,1.18
5/6/1988,8.46,9.001,9.81,10.98,1.17
5/9/1988,8.485,9.016,9.84,10.99,1.15
5/10/1988,8.525,9.062,9.83,10.97,1.14
5/11/1988,8.517,9.067,9.86,11.02,1.16
5/12/1988,8.541,9.045,9.87,11.04,1.17
5/13/1988,8.471,8.987,9.85,11.03,1.18
5/16/1988,8.495,9.006,9.83,11.03,1.2
5/17/1988,8.607,9.117,9.92,11.06,1.14
5/18/1988,8.664,9.185,9.97,11.09,1.12
5/19/1988,8.632,9.166,9.99,11.1,1.11
5/20/1988,8.698,9.219,9.98,11.09,1.11
5/23/1988,8.706,9.224,10.03,11.12,1.09
5/24/1988,8.699,9.21,10.01,11.12,1.11
5/25/1988,8.683,9.17,9.99,11.09,1.1
5/26/1988,8.765,9.219,10,11.1,1.1
5/27/1988,8.764,9.229,10.05,11.14,1.09
5/31/1988,8.703,9.151,10.06,11.13,1.07
6/2/1988,8.537,8.971,9.97,11.05,1.08
6/3/1988,8.62,9.068,9.98,11.11,1.13
6/6/1988,8.521,8.952,9.98,11.1,1.12
6/7/1988,8.528,8.961,9.94,11.1,1.16
6/8/1988,8.566,9.024,9.92,11.08,1.16
6/9/1988,8.483,8.913,9.9,11.07,1.17
6/10/1988,8.49,8.932,9.9,11.07,1.17
6/13/1988,8.497,8.932,9.89,11.07,1.18
6/14/1988,8.459,8.898,9.78,10.96,1.18
6/15/1988,8.272,8.69,9.73,10.94,1.21
6/16/1988,8.294,8.718,9.79,10.94,1.15
6/17/1988,8.458,8.889,9.8,10.93,1.13
6/20/1988,8.579,9.004,9.86,10.96,1.1
6/21/1988,8.594,9.014,9.81,10.94,1.13
6/22/1988,8.624,9.018,9.77,10.93,1.16
6/23/1988,8.457,8.864,9.75,10.91,1.16
6/24/1988,8.495,8.888,9.77,10.97,1.2
6/27/1988,8.434,8.821,9.8,10.97,1.17
6/28/1988,8.547,8.941,9.82,10.99,1.17
6/29/1988,8.448,8.821,9.84,10.95,1.11
6/30/1988,8.471,8.873,9.83,10.98,1.15
7/1/1988,8.379,8.768,9.82,10.97,1.15
7/5/1988,8.409,8.801,9.8,10.97,1.17
7/6/1988,8.515,8.921,9.83,11,1.17
7/7/1988,8.522,8.94,9.85,11.03,1.18
7/8/1988,8.637,9.027,9.88,11.06,1.18
7/11/1988,8.629,9.013,9.88,11.07,1.19
7/12/1988,8.69,9.086,9.92,11.09,1.17
7/13/1988,8.682,9.096,9.97,11.1,1.13
7/14/1988,8.69,9.086,10,11.14,1.14
7/15/1988,8.651,9.056,10,11.15,1.15
7/18/1988,8.713,9.13,10.02,11.17,1.15
7/19/1988,8.674,9.091,10.03,11.14,1.11
7/20/1988,8.682,9.091,10.02,11.11,1.09
7/21/1988,8.736,9.14,10.04,11.14,1.1
7/22/1988,8.697,9.1,10.05,11.16,1.11
7/25/1988,8.689,9.076,10.04,11.19,1.15
7/26/1988,8.704,9.076,10.04,11.2,1.16
7/27/1988,8.759,9.125,10.02,11.2,1.18
7/28/1988,8.766,9.145,10.04,11.2,1.16
7/29/1988,8.72,9.105,10.03,11.19,1.16
8/1/1988,8.665,9.051,10.01,11.18,1.17
8/2/1988,8.595,8.973,9.98,11.17,1.19
8/3/1988,8.634,9.027,9.98,11.17,1.19
8/4/1988,8.611,8.983,10,11.15,1.15
8/5/1988,8.75,9.105,10.02,11.15,1.13
8/8/1988,8.75,9.1,10.05,11.16,1.11
8/9/1988,8.852,9.179,10.08,11.18,1.1
8/10/1988,8.97,9.344,10.11,11.21,1.1
8/11/1988,8.963,9.329,10.13,11.23,1.1
8/12/1988,9.018,9.369,10.15,11.22,1.07
8/15/1988,9.018,9.373,10.16,11.24,1.08
8/16/1988,9.034,9.373,10.15,11.23,1.08
8/17/1988,9.027,9.364,10.16,11.25,1.09
8/18/1988,9.027,9.349,10.14,11.23,1.09
8/19/1988,9.027,9.329,10.14,11.22,1.08
8/22/1988,9.075,9.378,10.15,11.23,1.08
8/23/1988,9.003,9.314,10.18,11.25,1.07
8/24/1988,9.027,9.339,10.15,11.24,1.09
8/25/1988,9.097,9.397,10.17,11.27,1.1
8/26/1988,9.082,9.383,10.17,11.27,1.1
8/29/1988,8.998,9.28,10.18,11.24,1.06
8/30/1988,8.983,9.26,10.18,11.22,1.04
8/31/1988,8.952,9.236,10.13,11.22,1.09
9/1/1988,8.96,9.245,10.12,11.19,1.07
9/2/1988,8.724,9.004,10.08,11.17,1.09
9/6/1988,8.716,8.994,10.01,11.14,1.13
9/7/1988,8.723,9.004,9.94,11.15,1.21
9/8/1988,8.685,8.961,9.93,11.12,1.19
9/9/1988,8.632,8.913,9.93,11.1,1.17
9/12/1988,8.661,8.951,9.91,11.1,1.19
9/13/1988,8.631,8.917,9.87,11.05,1.18
9/14/1988,8.593,8.875,9.83,11,1.17
9/15/1988,8.638,8.908,9.8,10.97,1.17
9/16/1988,8.645,8.926,9.79,10.98,1.19
9/19/1988,8.69,8.969,9.78,10.93,1.15
9/20/1988,8.659,8.94,9.78,10.85,1.07
9/21/1988,8.637,8.916,9.72,10.74,1.02
9/22/1988,8.659,8.954,9.69,10.69,1
9/23/1988,8.689,8.959,9.68,10.68,1
9/26/1988,8.742,9.002,9.68,10.67,0.99
9/27/1988,8.787,9.04,9.68,10.64,0.96
9/28/1988,8.757,9.002,9.67,10.61,0.94
9/29/1988,8.688,8.935,9.67,10.56,0.89
10/3/1988,8.58,8.835,9.63,10.46,0.83
10/4/1988,8.595,8.849,9.59,10.44,0.85
10/5/1988,8.588,8.849,9.58,10.45,0.87
10/6/1988,8.587,8.844,9.56,10.48,0.92
10/7/1988,8.42,8.688,9.54,10.43,0.89
10/11/1988,8.465,8.744,9.53,10.42,0.89
10/12/1988,8.517,8.801,9.53,10.42,0.89
10/13/1988,8.525,8.81,9.55,10.44,0.89
10/14/1988,8.516,8.805,9.52,10.42,0.9
10/17/1988,8.493,8.781,9.51,10.41,0.9
10/18/1988,8.47,8.753,9.5,10.39,0.89
10/19/1988,8.523,8.809,9.48,10.41,0.93
10/20/1988,8.5,8.786,9.47,10.4,0.93
10/21/1988,8.53,8.814,9.48,10.42,0.94
10/24/1988,8.522,8.814,9.49,10.41,0.92
10/25/1988,8.506,8.814,9.43,10.4,0.97
10/26/1988,8.468,8.78,9.42,10.38,0.96
10/27/1988,8.399,8.71,9.43,10.4,0.97
10/28/1988,8.383,8.686,9.42,10.38,0.96
10/31/1988,8.345,8.644,9.39,10.23,0.84
11/1/1988,8.382,8.686,9.37,10.33,0.96
11/2/1988,8.42,8.714,9.38,10.34,0.96
11/3/1988,8.359,8.648,9.39,10.32,0.93
11/4/1988,8.572,8.841,9.41,10.4,0.99
11/7/1988,8.641,8.903,9.38,10.38,1
11/8/1988,8.618,8.869,9.39,10.4,1.01
11/9/1988,8.687,8.927,9.39,10.39,1
11/10/1988,8.687,8.891,9.35,10.43,1.08
11/14/1988,8.718,8.9,9.4,10.45,1.05
11/15/1988,8.764,8.92,9.44,10.46,1.02
11/16/1988,8.842,9.006,9.44,10.49,1.05
11/17/1988,8.905,9.084,9.48,10.52,1.04
11/18/1988,8.881,9.035,9.47,10.55,1.08
11/21/1988,8.897,9.035,9.49,10.54,1.05
11/22/1988,8.944,9.059,9.51,10.57,1.06
11/23/1988,8.975,9.079,9.52,10.58,1.06
11/25/1988,9.072,9.166,9.54,10.62,1.08
11/28/1988,9.08,9.157,9.54,10.62,1.08
11/29/1988,9.026,9.132,9.57,10.62,1.05
11/30/1988,8.904,9.054,9.53,10.61,1.08
