dates,ret_5_yr_daily,ret_10_yr_daily,bps_credit_aaa,bps_credit_baa,spread_aaa.minus.baa
6/15/2011,1.5478,2.971,4.96,5.72,0.76
6/16/2011,1.5264,2.9292,4.92,5.68,0.76
6/17/2011,1.5293,2.9463,4.96,5.73,0.77
6/20/2011,1.5341,2.9599,4.96,5.73,0.77
6/21/2011,1.5455,2.9853,4.98,5.74,0.76
6/22/2011,1.5421,2.9844,4.98,5.75,0.77
6/23/2011,1.4585,2.9135,4.92,5.69,0.77
6/24/2011,1.3747,2.8654,4.93,5.71,0.78
6/27/2011,1.4513,2.9323,5.04,5.82,0.78
6/28/2011,1.5809,3.0326,5.09,5.86,0.77
6/29/2011,1.6914,3.1136,5.13,5.89,0.76
6/30/2011,1.7624,3.1618,5.14,5.9,0.76
7/1/2011,1.7812,3.1842,5.16,5.91,0.75
7/4/2011,1.7812,3.1842,,,
7/5/2011,1.6821,3.1229,5.13,5.9,0.77
7/6/2011,1.6624,3.1099,5.08,5.85,0.77
7/7/2011,1.7286,3.1395,5.07,5.86,0.79
7/8/2011,1.5787,3.0286,4.98,5.76,0.78
7/11/2011,1.4721,2.9207,4.89,5.7,0.81
7/12/2011,1.4362,2.8789,4.87,5.69,0.82
7/13/2011,1.4378,2.8842,4.86,5.68,0.82
7/14/2011,1.5,2.9552,4.92,5.74,0.82
7/15/2011,1.4409,2.9076,4.91,5.74,0.83
7/18/2011,1.4376,2.9294,4.95,5.78,0.83
7/19/2011,1.4359,2.8821,4.84,5.69,0.85
7/20/2011,1.4736,2.9294,4.91,5.76,0.85
7/21/2011,1.5494,3.0155,4.96,5.8,0.84
7/22/2011,1.5065,2.9639,4.88,5.74,0.86
7/25/2011,1.5263,3.0025,4.94,5.8,0.86
7/26/2011,1.4818,2.9547,4.88,5.75,0.87
7/27/2011,1.5231,2.9822,4.88,5.74,0.86
7/28/2011,1.5261,2.9473,4.84,5.71,0.87
7/29/2011,1.3572,2.7979,4.67,5.59,0.92
8/1/2011,1.3232,2.7455,4.59,5.54,0.95
8/2/2011,1.2201,2.6132,4.44,5.4,0.96
8/3/2011,1.2618,2.6219,4.42,5.36,0.94
8/4/2011,1.09,2.4045,4.31,5.24,0.93
8/5/2011,1.2516,2.5611,4.41,5.35,0.94
8/8/2011,1.0844,2.3196,4.33,5.28,0.95
8/9/2011,0.9964,2.2505,4.24,5.21,0.97
8/10/2011,0.9182,2.1078,4.21,5.2,0.99
8/11/2011,1.0182,2.3408,4.46,5.49,1.03
8/12/2011,0.9599,2.2566,4.34,5.38,1.04
8/15/2011,0.9916,2.3062,4.4,5.44,1.04
8/16/2011,0.9307,2.2213,4.31,5.35,1.04
8/17/2011,0.9144,2.1669,4.37,5.28,0.91
8/18/2011,0.8807,2.0641,4.27,5.2,0.93
8/19/2011,0.8972,2.0649,4.22,5.19,0.97
8/22/2011,0.9256,2.1075,4.23,5.23,1
8/23/2011,0.9493,2.1547,4.33,5.34,1.01
8/24/2011,1.0245,2.3012,4.47,5.5,1.03
8/25/2011,0.9904,2.2312,4.45,5.48,1.03
8/26/2011,0.9375,2.1925,4.39,5.44,1.05
8/29/2011,0.9904,2.2588,4.48,5.53,1.05
8/30/2011,0.9327,2.1785,4.33,5.41,1.08
8/31/2011,0.9647,2.2252,4.41,5.48,1.07
9/1/2011,0.8974,2.1319,4.33,5.38,1.05
9/2/2011,0.862,1.9927,4.13,5.2,1.07
9/5/2011,0.862,1.9927,,,
9/6/2011,0.8859,1.9857,4.08,5.19,1.11
9/7/2011,0.9147,2.0446,4.17,5.3,1.13
9/8/2011,0.8681,1.9805,4.13,5.26,1.13
9/9/2011,0.8055,1.9208,4.07,5.21,1.14
9/12/2011,0.8663,1.9492,4.06,5.23,1.17
9/13/2011,0.8903,1.9924,4.15,5.32,1.17
9/14/2011,0.8854,1.9854,4.14,5.33,1.19
9/15/2011,0.9418,2.0837,4.19,5.4,1.21
9/16/2011,0.9126,2.0496,4.18,5.39,1.21
9/19/2011,0.8432,1.9523,4.04,5.28,1.24
9/20/2011,0.8415,1.9402,4.05,5.3,1.25
9/21/2011,0.843,1.8593,4.04,5.14,1.1
9/22/2011,0.777,1.7197,3.84,5.04,1.2
9/23/2011,0.8734,1.8351,3.93,5.15,1.22
9/26/2011,0.9057,1.902,4.06,5.28,1.22
9/27/2011,0.943,1.9737,4.15,5.39,1.24
9/28/2011,0.9365,1.9814,4.1,5.38,1.28
9/29/2011,0.9984,1.9979,4.01,5.29,1.28
9/30/2011,0.9534,1.9172,3.96,5.22,1.26
10/3/2011,0.8525,1.7577,3.8,5.11,1.31
10/4/2011,0.9036,1.8224,3.79,5.14,1.35
10/5/2011,0.9485,1.8894,3.92,5.28,1.36
10/6/2011,1.0032,1.989,3.99,5.35,1.36
10/7/2011,1.0858,2.0799,4.05,5.42,1.37
10/10/2011,1.0858,2.0799,,,
10/11/2011,1.1314,2.1514,4.06,5.5,1.44
10/12/2011,1.1493,2.2119,4.13,5.57,1.44
10/13/2011,1.1038,2.1852,4.06,5.48,1.42
10/14/2011,1.1138,2.2495,4.13,5.52,1.39
10/17/2011,1.0617,2.1568,4,5.44,1.44
10/18/2011,1.0633,2.179,3.96,5.42,1.46
10/19/2011,1.0438,2.1621,3.97,5.39,1.42
10/20/2011,1.0634,2.1906,3.98,5.4,1.42
10/21/2011,1.0684,2.221,3.99,5.41,1.42
10/24/2011,1.093,2.2354,4.01,5.41,1.4
10/25/2011,0.9869,2.1107,3.87,5.28,1.41
10/26/2011,1.0652,2.2059,3.95,5.33,1.38
10/27/2011,1.2034,2.3991,4.07,5.46,1.39
10/28/2011,1.1321,2.3194,3.97,5.33,1.36
10/31/2011,0.9631,2.1151,3.88,5.19,1.31
11/1/2011,0.9054,1.9907,3.73,5.04,1.31
11/2/2011,0.8814,1.9872,3.82,5.06,1.24
11/3/2011,0.9213,2.0752,3.9,5.13,1.23
11/4/2011,0.8763,2.0345,3.88,5.12,1.24
11/7/2011,0.8987,2.0398,3.82,5.06,1.24
11/8/2011,0.9259,2.0787,3.93,5.15,1.22
11/9/2011,0.8681,1.9632,3.84,5.08,1.24
11/10/2011,0.9096,2.0591,3.93,5.18,1.25
11/11/2011,0.9096,2.0591,,,
11/14/2011,0.9047,2.0582,3.89,5.17,1.28
11/15/2011,0.9047,2.0469,3.93,5.2,1.27
11/16/2011,0.8756,2.0017,3.91,5.18,1.27
11/17/2011,0.8627,1.9619,3.83,5.12,1.29
11/18/2011,0.9238,2.0121,3.9,5.15,1.25
11/21/2011,0.8979,1.9567,3.84,5.12,1.28
11/22/2011,0.872,1.9196,3.81,5.11,1.3
11/23/2011,0.8814,1.886,3.72,5.04,1.32
11/24/2011,0.8814,1.886,,,
11/25/2011,0.9327,1.9661,3.85,5.15,1.3
11/28/2011,0.9263,1.9757,3.89,5.16,1.27
11/29/2011,0.9279,1.993,3.96,5.22,1.26
11/30/2011,0.9536,2.0697,4.07,5.32,1.25
12/1/2011,0.9665,2.0882,4.1,5.41,1.31
12/2/2011,0.9152,2.0348,3.98,5.29,1.31
12/5/2011,0.9377,2.0453,4.03,5.29,1.26
12/6/2011,0.9458,2.0909,4.07,5.34,1.27
12/7/2011,0.8911,2.0313,4,5.28,1.28
12/8/2011,0.8396,1.9721,3.95,5.25,1.3
12/9/2011,0.8927,2.0629,4.05,5.35,1.3
12/12/2011,0.8621,2.0156,4.02,5.3,1.28
12/13/2011,0.8524,1.9668,3.98,5.25,1.27
12/14/2011,0.8508,1.9044,3.88,5.16,1.28
12/15/2011,0.854,1.9096,3.9,5.19,1.29
12/16/2011,0.8008,1.8491,3.82,5.12,1.3
12/19/2011,0.8104,1.8113,3.76,5.08,1.32
12/20/2011,0.8572,1.9251,3.87,5.21,1.34
12/21/2011,0.9183,1.9685,3.9,5.28,1.38
12/22/2011,0.9167,1.9493,3.88,5.26,1.38
12/23/2011,0.9779,2.0262,3.98,5.35,1.37
12/26/2011,0.9779,2.0262,,,
12/27/2011,0.9682,2.0069,3.94,5.32,1.38
12/28/2011,0.9103,1.9197,3.79,5.18,1.39
12/29/2011,0.8814,1.9006,3.8,5.19,1.39
12/30/2011,0.8334,1.8779,3.77,5.16,1.39
1/2/2012,0.8334,1.8779,,,
1/3/2012,0.8798,1.9492,3.84,5.26,1.42
1/4/2012,0.8798,1.9789,3.89,5.3,1.41
1/5/2012,0.883,1.9964,3.91,5.29,1.38
1/6/2012,0.8557,1.9596,3.85,5.25,1.4
1/9/2012,0.8461,1.9596,3.86,5.26,1.4
1/10/2012,0.8541,1.9701,3.86,5.25,1.39
1/11/2012,0.8203,1.9054,3.8,5.2,1.4
1/12/2012,0.8331,1.9246,3.9,5.21,1.31
1/13/2012,0.7912,1.8653,3.81,5.13,1.32
1/16/2012,0.7912,1.8653,,,
1/17/2012,0.7847,1.8583,3.79,5.11,1.32
1/18/2012,0.8056,1.9,3.78,5.17,1.39
1/19/2012,0.8588,1.9788,3.87,5.23,1.36
1/20/2012,0.8879,2.0263,3.86,5.29,1.43
1/23/2012,0.9074,2.0529,3.91,5.33,1.42
1/24/2012,0.8977,2.0618,3.92,5.33,1.41
1/25/2012,0.794,1.9963,3.93,5.32,1.39
1/26/2012,0.7729,1.9331,3.88,5.24,1.36
1/27/2012,0.7506,1.8928,3.85,5.21,1.36
1/30/2012,0.7379,1.8457,3.77,5.12,1.35
1/31/2012,0.7061,1.7988,3.72,5.07,1.35
2/1/2012,0.7234,1.8282,3.8,5.12,1.32
2/2/2012,0.709,1.823,3.79,5.11,1.32
2/3/2012,0.7693,1.9241,3.93,5.23,1.3
2/6/2012,0.7565,1.9083,3.87,5.15,1.28
2/7/2012,0.8124,1.9751,3.92,5.19,1.27
2/8/2012,0.8316,1.9839,3.91,5.18,1.27
2/9/2012,0.8541,2.0382,3.91,5.22,1.31
2/10/2012,0.8219,1.9879,3.82,5.13,1.31
2/13/2012,0.8363,1.9758,3.86,5.18,1.32
2/14/2012,0.817,1.9379,3.78,5.1,1.32
2/15/2012,0.7896,1.9292,3.81,5.12,1.31
2/16/2012,0.8572,1.9844,3.87,5.16,1.29
2/17/2012,0.862,2.0035,3.87,5.18,1.31
2/20/2012,0.862,2.0035,,,
2/21/2012,0.909,2.0609,3.9,5.2,1.3
2/22/2012,0.8604,2.0052,3.86,5.16,1.3
2/23/2012,0.8894,1.9982,3.84,5.13,1.29
2/24/2012,0.891,1.9774,3.81,5.1,1.29
2/27/2012,0.8462,1.9273,3.78,5.04,1.26
2/28/2012,0.8446,1.9445,3.8,5.06,1.26
2/29/2012,0.8606,1.9739,3.8,5.08,1.28
3/1/2012,0.8894,2.0278,3.87,5.13,1.26
3/2/2012,0.8381,1.9756,3.83,5.08,1.25
3/5/2012,0.8718,2.0121,3.86,5.11,1.25
3/6/2012,0.8221,1.9444,3.82,5.06,1.24
3/7/2012,0.8509,1.9773,3.86,5.09,1.23
3/8/2012,0.8814,2.0139,3.91,5.14,1.23
3/9/2012,0.8959,2.0296,3.93,5.15,1.22
3/12/2012,0.9089,2.0349,3.9,5.13,1.23
3/13/2012,0.9849,2.128,3.97,5.22,1.25
3/14/2012,1.0973,2.2704,4.14,5.36,1.22
3/15/2012,1.0893,2.2812,4.11,5.36,1.25
3/16/2012,1.1158,2.2958,4.11,5.35,1.24
3/19/2012,1.1964,2.379,4.18,5.42,1.24
3/20/2012,1.1982,2.3609,4.16,5.4,1.24
3/21/2012,1.1392,2.2978,4.06,5.31,1.25
3/22/2012,1.1212,2.2799,4.04,5.3,1.26
3/23/2012,1.0855,2.2335,3.99,5.26,1.27
3/26/2012,1.0807,2.2497,4.01,5.27,1.26
3/27/2012,1.0168,2.1853,3.98,5.24,1.26
3/28/2012,1.0349,2.2014,3.99,5.24,1.25
3/29/2012,1.0145,2.1605,3.96,5.21,1.25
3/30/2012,1.0402,2.2124,4.04,5.3,1.26
4/2/2012,1.0096,2.1838,4.03,5.3,1.27
4/3/2012,1.1162,2.3024,4.1,5.36,1.26
4/4/2012,1.0403,2.2251,4.07,5.33,1.26
4/5/2012,1.0081,2.1823,4.02,5.28,1.26
4/6/2012,0.9002,2.0562,3.94,5.2,1.26
4/9/2012,0.9098,2.0492,3.91,5.17,1.26
4/10/2012,0.852,1.9841,3.87,5.15,1.28
4/11/2012,0.8824,2.0368,3.98,5.21,1.23
4/12/2012,0.892,2.0527,3.99,5.23,1.24
4/13/2012,0.85,1.9841,3.93,5.17,1.24
4/16/2012,0.8467,1.9823,3.9,5.14,1.24
4/17/2012,0.8578,1.9999,3.94,5.17,1.23
4/18/2012,0.8433,1.977,3.91,5.15,1.24
4/19/2012,0.8448,1.9682,3.93,5.13,1.2
4/20/2012,0.8446,1.9647,3.95,5.16,1.21
4/23/2012,0.8187,1.9366,3.92,5.12,1.2
4/24/2012,0.8476,1.9752,3.95,5.15,1.2
4/25/2012,0.8411,1.9858,3.98,5.18,1.2
4/26/2012,0.8239,1.9401,3.97,5.17,1.2
4/27/2012,0.8271,1.9365,3.95,5.15,1.2
4/30/2012,0.8095,1.9155,3.95,5.15,1.2
5/1/2012,0.8302,1.9453,4,5.2,1.2
5/2/2012,0.8238,1.9295,3.95,5.15,1.2
5/3/2012,0.8237,1.933,3.95,5.14,1.19
5/4/2012,0.7853,1.8804,3.91,5.1,1.19
5/7/2012,0.7788,1.8733,3.9,5.1,1.2
5/8/2012,0.7628,1.8419,3.86,5.07,1.21
5/9/2012,0.7563,1.8245,3.87,5.09,1.22
5/10/2012,0.7594,1.8687,3.89,5.1,1.21
5/11/2012,0.748,1.8393,3.84,5.06,1.22
5/14/2012,0.7112,1.7654,3.78,5,1.22
5/15/2012,0.7303,1.7705,3.76,5,1.24
5/16/2012,0.743,1.762,3.73,5.01,1.28
5/17/2012,0.7317,1.6988,3.63,4.93,1.3
5/18/2012,0.7492,1.7243,3.72,4.98,1.26
5/21/2012,0.7443,1.7431,3.73,5,1.27
5/22/2012,0.7587,1.7706,3.82,5.13,1.31
5/23/2012,0.7345,1.7363,3.71,5.06,1.35
5/24/2012,0.7846,1.7792,3.76,5.13,1.37
5/25/2012,0.7606,1.7397,3.76,5.12,1.36
5/28/2012,0.7606,1.7397,,,
5/29/2012,0.775,1.7465,3.75,5.12,1.37
5/30/2012,0.6903,1.6237,3.68,5.03,1.35
5/31/2012,0.6568,1.5595,3.63,4.99,1.36
6/1/2012,0.6218,1.4537,3.54,4.88,1.34
6/4/2012,0.6777,1.5256,3.58,4.93,1.35
6/5/2012,0.6809,1.5761,3.62,4.97,1.35
6/6/2012,0.7322,1.6609,3.71,5.07,1.36
6/7/2012,0.7114,1.6405,3.71,5.09,1.38
6/8/2012,0.7131,1.637,3.71,5.09,1.38
6/11/2012,0.6859,1.5877,3.67,5.06,1.39
6/12/2012,0.7438,1.6659,3.72,5.1,1.38
6/13/2012,0.7036,1.5944,3.66,5.04,1.38
6/14/2012,0.7391,1.6437,3.66,5.04,1.38
6/15/2012,0.6732,1.579,3.64,5.02,1.38
6/18/2012,0.6829,1.5755,3.63,5.01,1.38
6/19/2012,0.7055,1.6214,3.67,5.05,1.38
6/20/2012,0.754,1.6589,3.64,5.03,1.39
6/21/2012,0.725,1.6179,3.61,4.98,1.37
6/22/2012,0.756,1.6759,3.67,5.05,1.38
6/25/2012,0.7074,1.6041,3.6,4.99,1.39
6/26/2012,0.7236,1.628,3.59,5,1.41
6/27/2012,0.7172,1.6194,3.59,5,1.41
6/28/2012,0.6894,1.5785,3.56,4.97,1.41
6/29/2012,0.7197,1.6466,3.66,5.06,1.4
7/2/2012,0.6751,1.5902,3.58,5.01,1.43
7/3/2012,0.6973,1.6311,3.63,5.06,1.43
7/4/2012,0.6973,1.6311,,,
7/5/2012,0.6718,1.5986,3.61,5.05,1.44
7/6/2012,0.6445,1.5508,3.56,4.98,1.42
7/9/2012,0.6269,1.5134,3.47,4.94,1.47
7/10/2012,0.6205,1.5032,3.44,4.92,1.48
7/11/2012,0.6428,1.5184,3.44,4.9,1.46
7/12/2012,0.6251,1.476,3.41,4.87,1.46
7/13/2012,0.6217,1.4893,3.43,4.89,1.46
7/16/2012,0.6009,1.474,3.39,4.85,1.46
7/17/2012,0.6248,1.5095,3.42,4.88,1.46
7/18/2012,0.6055,1.4959,3.35,4.85,1.5
7/19/2012,0.6103,1.5094,3.37,4.88,1.51
7/20/2012,0.5764,1.4584,3.3,4.8,1.5
7/23/2012,0.5587,1.4279,3.27,4.78,1.51
7/24/2012,0.5442,1.3892,3.23,4.73,1.5
7/25/2012,0.5521,1.3992,3.22,4.73,1.51
7/26/2012,0.5937,1.4395,3.25,4.75,1.5
7/27/2012,0.6543,1.548,3.35,4.87,1.52
7/30/2012,0.6128,1.5036,3.29,4.79,1.5
7/31/2012,0.5826,1.4696,3.29,4.78,1.49
8/1/2012,0.6369,1.5257,3.32,4.82,1.5
8/2/2012,0.613,1.4796,3.28,4.75,1.47
8/3/2012,0.666,1.5648,3.39,4.86,1.47
8/6/2012,0.6533,1.5682,3.38,4.83,1.45
8/7/2012,0.7064,1.6301,3.45,4.9,1.45
8/8/2012,0.7274,1.6508,3.47,4.91,1.44
8/9/2012,0.7308,1.6898,3.48,4.92,1.44
8/10/2012,0.7085,1.659,3.45,4.88,1.43
8/13/2012,0.7087,1.6659,3.46,4.89,1.43
8/14/2012,0.7524,1.7395,3.55,4.98,1.43
8/15/2012,0.8028,1.8172,3.64,5.07,1.43
8/16/2012,0.8193,1.8364,3.67,5.09,1.42
8/17/2012,0.797,1.8122,3.65,5.06,1.41
8/20/2012,0.789,1.807,3.63,5.05,1.42
8/21/2012,0.7892,1.8002,3.61,5.03,1.42
8/22/2012,0.6951,1.6933,3.51,4.93,1.42
8/23/2012,0.6968,1.6796,3.47,4.88,1.41
8/24/2012,0.7085,1.6882,3.48,4.89,1.41
8/27/2012,0.6859,1.6523,3.43,4.84,1.41
8/28/2012,0.6778,1.6352,3.41,4.83,1.42
8/29/2012,0.6796,1.6523,3.41,4.85,1.44
8/30/2012,0.6648,1.625,3.43,4.83,1.4
8/31/2012,0.5916,1.5501,3.36,4.78,1.42
9/3/2012,0.5916,1.5501,,,
9/4/2012,0.6154,1.5739,3.39,4.77,1.38
9/5/2012,0.6234,1.5977,3.4,4.78,1.38
9/6/2012,0.6793,1.6798,3.46,4.87,1.41
9/7/2012,0.6458,1.6695,3.47,4.87,1.4
9/10/2012,0.6394,1.6558,3.48,4.88,1.4
9/11/2012,0.665,1.7023,3.47,4.88,1.41
9/12/2012,0.6923,1.7594,3.56,4.95,1.39
9/13/2012,0.6442,1.7247,3.59,4.96,1.37
9/14/2012,0.7151,1.8678,3.67,5.03,1.36
9/17/2012,0.7199,1.8433,3.61,4.97,1.36
9/18/2012,0.7006,1.8101,3.59,4.91,1.32
9/19/2012,0.6845,1.7735,3.55,4.86,1.31
9/20/2012,0.6894,1.7657,3.5,4.84,1.34
9/21/2012,0.6718,1.7545,3.5,4.83,1.33
9/24/2012,0.6524,1.7111,3.45,4.76,1.31
9/25/2012,0.6443,1.668,3.41,4.73,1.32
9/26/2012,0.6073,1.6112,3.33,4.67,1.34
9/27/2012,0.6457,1.6559,3.37,4.71,1.34
9/28/2012,0.6266,1.6353,3.42,4.72,1.3
10/1/2012,0.6218,1.6267,3.41,4.7,1.29
10/2/2012,0.6154,1.6215,3.39,4.68,1.29
10/3/2012,0.6011,1.6163,3.41,4.67,1.26
10/4/2012,0.633,1.675,3.47,4.69,1.22
10/5/2012,0.6762,1.7445,3.52,4.73,1.21
10/8/2012,0.6762,1.7445,,,
10/9/2012,0.6618,1.7149,3.49,4.67,1.18
10/10/2012,0.6506,1.6759,3.44,4.62,1.18
10/11/2012,0.6602,1.6716,3.42,4.57,1.15
10/12/2012,0.6603,1.6578,3.4,4.54,1.14
10/15/2012,0.6603,1.6647,3.41,4.53,1.12
10/16/2012,0.6925,1.7203,3.48,4.55,1.07
10/17/2012,0.7781,1.8202,3.56,4.6,1.04
10/18/2012,0.7879,1.8361,3.56,4.58,1.02
10/19/2012,0.7493,1.765,3.49,4.5,1.01
10/22/2012,0.7899,1.8152,3.5,4.51,1.01
10/23/2012,0.7559,1.759,3.47,4.52,1.05
10/24/2012,0.7592,1.7906,3.49,4.54,1.05
10/25/2012,0.8251,1.825,3.54,4.59,1.05
10/26/2012,0.7612,1.7469,3.48,4.54,1.06
10/29/2012,0.7404,1.7198,3.44,4.49,1.05
10/30/2012,0.74,1.7198,,,
10/31/2012,0.7229,1.6919,3.4,4.45,1.05
11/1/2012,0.7388,1.726,3.45,4.5,1.05
11/2/2012,0.7196,1.7164,3.47,4.52,1.05
11/5/2012,0.7021,1.6858,3.42,4.46,1.04
11/6/2012,0.7564,1.7524,3.48,4.52,1.04
11/7/2012,0.6781,1.6484,3.4,4.46,1.06
11/8/2012,0.6381,1.6165,3.42,4.42,1
11/9/2012,0.6411,1.608,3.4,4.43,1.03
11/12/2012,0.6411,1.608,,,
11/13/2012,0.6251,1.5962,3.41,4.44,1.03
11/14/2012,0.6234,1.5928,3.44,4.46,1.02
11/15/2012,0.6233,1.5945,3.49,4.48,0.99
11/16/2012,0.6071,1.5817,3.49,4.48,0.99
11/19/2012,0.6327,1.6148,3.53,4.52,0.99
11/20/2012,0.6647,1.6676,3.57,4.56,0.99
11/21/2012,0.6807,1.6813,3.6,4.58,0.98
11/22/2012,0.6807,1.6813,,,
11/23/2012,0.6886,1.6917,3.6,4.59,0.99
11/26/2012,0.6676,1.6643,3.57,4.56,0.99
11/27/2012,0.6466,1.6386,3.56,4.55,0.99
11/28/2012,0.6305,1.6301,3.54,4.54,1
11/29/2012,0.6282,1.6164,3.56,4.57,1.01
11/30/2012,0.6186,1.6164,3.58,4.57,0.99
12/3/2012,0.625,1.6224,3.59,4.58,0.99
12/4/2012,0.6218,1.6045,3.56,4.56,1
12/5/2012,0.6043,1.5892,3.56,4.57,1.01
12/6/2012,0.6027,1.5874,3.55,4.55,1
12/7/2012,0.6202,1.6232,3.6,4.6,1
12/10/2012,0.6186,1.6181,3.59,4.58,0.99
12/11/2012,0.6362,1.6558,3.62,4.61,0.99
12/12/2012,0.6538,1.6997,3.68,4.66,0.98
12/13/2012,0.6972,1.7317,3.69,4.66,0.97
12/14/2012,0.6893,1.7032,3.66,4.62,0.96
12/17/2012,0.7345,1.7734,3.71,4.68,0.97
12/18/2012,0.7636,1.8188,3.8,4.76,0.96
12/19/2012,0.7707,1.8031,3.74,4.71,0.97
12/20/2012,0.7755,1.7979,3.73,4.7,0.97
12/21/2012,0.7628,1.7649,3.66,4.63,0.97
12/24/2012,0.7739,1.7772,3.68,4.65,0.97
12/25/2012,0.7739,1.7772,,,
12/26/2012,0.7612,1.7528,3.68,4.64,0.96
12/27/2012,0.7372,1.7381,3.62,4.58,0.96
12/28/2012,0.7102,1.7026,3.62,4.58,0.96
12/31/2012,0.7245,1.7591,3.67,4.63,0.96
1/1/2013,0.7245,1.7591,,,
1/2/2013,0.766,1.8388,3.77,4.71,0.94
1/3/2013,0.8221,1.913,3.81,4.76,0.95
1/4/2013,0.8093,1.9008,3.81,4.74,0.93
1/7/2013,0.8094,1.8991,3.8,4.72,0.92
1/8/2013,0.7869,1.87,3.77,4.7,0.93
1/9/2013,0.7676,1.8586,3.75,4.69,0.94
1/10/2013,0.795,1.8976,3.78,4.71,0.93
1/11/2013,0.7805,1.8695,3.77,4.69,0.92
1/14/2013,0.7629,1.8465,3.76,4.69,0.93
1/15/2013,0.75,1.8378,3.74,4.67,0.93
1/16/2013,0.7387,1.8202,3.74,4.68,0.94
1/17/2013,0.7919,1.8803,3.79,4.73,0.94
1/18/2013,0.7613,1.8434,3.75,4.69,0.94
1/21/2013,0.7613,1.8434,,,
1/22/2013,0.7597,1.8435,3.74,4.68,0.94
1/23/2013,0.7468,1.8259,3.75,4.69,0.94
1/24/2013,0.7662,1.8515,3.76,4.7,0.94
1/25/2013,0.849,1.9505,3.85,4.8,0.95
1/28/2013,0.8638,1.9631,3.87,4.82,0.95
1/29/2013,0.8785,2.0009,3.91,4.84,0.93
1/30/2013,0.8766,1.9938,3.93,4.87,0.94
1/31/2013,0.8798,1.9867,3.9,4.84,0.94
2/1/2013,0.883,2.0167,3.93,4.88,0.95
2/4/2013,0.8349,1.9566,3.9,4.85,0.95
2/5/2013,0.8638,1.9998,3.94,4.89,0.95
2/6/2013,0.8349,1.9621,3.9,4.86,0.96
2/7/2013,0.8284,1.9586,3.88,4.84,0.96
2/8/2013,0.8284,1.9517,3.89,4.85,0.96
2/11/2013,0.8508,1.9653,3.87,4.83,0.96
2/12/2013,0.8653,1.9788,3.91,4.87,0.96
2/13/2013,0.9073,2.0295,3.94,4.89,0.95
2/14/2013,0.854,1.9983,3.9,4.85,0.95
2/15/2013,0.8621,2.0035,3.91,4.86,0.95
2/18/2013,0.8621,2.0035,,,
2/19/2013,0.8879,2.0295,3.95,4.89,0.94
2/20/2013,0.8604,2.0104,3.96,4.89,0.93
2/21/2013,0.8378,1.9783,3.91,4.86,0.95
2/22/2013,0.828,1.9636,3.9,4.84,0.94
2/25/2013,0.7617,1.8654,3.84,4.77,0.93
2/26/2013,0.7649,1.8826,3.82,4.78,0.96
2/27/2013,0.7851,1.9031,3.85,4.81,0.96
2/28/2013,0.7628,1.8773,3.84,4.78,0.94
3/1/2013,0.742,1.8429,3.83,4.76,0.93
3/4/2013,0.7596,1.8772,3.85,4.78,0.93
3/5/2013,0.7772,1.8995,3.87,4.8,0.93
3/6/2013,0.8045,1.9392,3.91,4.84,0.93
3/7/2013,0.856,1.9982,3.96,4.89,0.93
3/8/2013,0.8869,2.0445,4.02,4.94,0.92
3/11/2013,0.8966,2.0594,4.02,4.94,0.92
3/12/2013,0.8692,2.0174,3.98,4.9,0.92
3/13/2013,0.8774,2.0226,3.98,4.89,0.91
3/14/2013,0.8742,2.0314,4.01,4.92,0.91
3/15/2013,0.8323,1.9912,3.99,4.9,0.91
3/18/2013,0.8065,1.9564,3.95,4.87,0.92
3/19/2013,0.7774,1.9035,3.9,4.82,0.92
3/20/2013,0.8114,1.9598,3.94,4.86,0.92
3/21/2013,0.7871,1.9129,3.93,4.85,0.92
3/22/2013,0.7969,1.9267,3.91,4.83,0.92
3/25/2013,0.7872,1.9215,3.92,4.84,0.92
3/26/2013,0.7759,1.9111,3.91,4.83,0.92
3/27/2013,0.7354,1.8471,3.87,4.8,0.93
3/28/2013,0.766,1.8504,3.9,4.83,0.93
3/29/2013,0.766,1.8504,,,
4/1/2013,0.7532,1.8331,3.89,4.77,0.88
4/2/2013,0.7708,1.8607,3.9,4.79,0.89
4/3/2013,0.726,1.8124,3.86,4.74,0.88
4/4/2013,0.6973,1.7643,3.79,4.66,0.87
4/5/2013,0.6924,1.7145,3.68,4.54,0.86
4/8/2013,0.7068,1.7477,3.72,4.58,0.86
4/9/2013,0.7004,1.752,3.74,4.6,0.86
4/10/2013,0.7356,1.8051,3.79,4.67,0.88
4/11/2013,0.7275,1.7905,3.78,4.66,0.88
4/12/2013,0.689,1.7225,3.7,4.57,0.87
4/15/2013,0.6777,1.6815,3.67,4.54,0.87
4/16/2013,0.7034,1.7241,3.7,4.56,0.86
4/17/2013,0.6937,1.6967,3.68,4.54,0.86
4/18/2013,0.6969,1.6864,3.65,4.52,0.87
4/19/2013,0.7081,1.7066,3.7,4.54,0.84
4/22/2013,0.6903,1.6946,3.7,4.54,0.84
4/23/2013,0.7,1.7082,3.7,4.54,0.84
4/24/2013,0.6935,1.7064,3.7,4.53,0.83
4/25/2013,0.7126,1.7097,3.72,4.55,0.83
4/26/2013,0.6823,1.6651,3.67,4.51,0.84
4/29/2013,0.6775,1.6718,3.69,4.52,0.83
4/30/2013,0.6776,1.6734,3.7,4.53,0.83
5/1/2013,0.6505,1.6307,3.65,4.48,0.83
