dates,Close,Adj
1/10/1997,759.5,1422.4424
1/13/1997,759.51,1422.5387
1/14/1997,768.86,1440.0576
1/15/1997,767.2,1436.9696
1/16/1997,769.75,1441.7919
1/17/1997,776.17,1453.88
1/20/1997,776.7,1454.8727
1/21/1997,782.72,1466.1519
1/22/1997,786.23,1472.8359
1/23/1997,777.56,1456.6165
1/24/1997,770.52,1443.4284
1/27/1997,765.02,1433.1251
1/28/1997,765.02,1433.2377
1/29/1997,772.5,1447.4638
1/30/1997,784.17,1469.4981
1/31/1997,786.16,1473.2294
2/3/1997,786.73,1474.4378
2/4/1997,789.26,1479.2913
2/5/1997,778.28,1458.9598
2/6/1997,780.15,1462.9245
2/7/1997,789.56,1480.5882
2/10/1997,785.43,1472.902
2/11/1997,789.59,1480.7076
2/12/1997,802.77,1505.8253
2/13/1997,811.82,1522.9717
2/14/1997,808.48,1516.7547
2/18/1997,816.29,1531.7107
2/19/1997,812.49,1524.7405
2/20/1997,802.8,1506.6323
2/21/1997,801.77,1504.7277
2/24/1997,810.28,1520.7077
2/25/1997,812.1,1524.1357
2/26/1997,805.68,1512.3589
2/27/1997,795.07,1492.7192
2/28/1997,790.82,1484.7764
3/3/1997,795.31,1493.2231
3/4/1997,790.95,1485.2533
3/5/1997,801.99,1506.4809
3/6/1997,798.56,1500.2245
3/7/1997,804.97,1512.2768
3/10/1997,813.65,1528.6126
3/11/1997,811.34,1524.2994
3/12/1997,804.26,1511.3481
3/13/1997,789.56,1484.019
3/14/1997,793.17,1490.8155
3/17/1997,795.71,1495.6562
3/18/1997,789.66,1484.311
3/19/1997,785.77,1477.02
3/20/1997,782.65,1471.233
3/21/1997,784.1,1473.9736
3/24/1997,790.89,1486.7676
3/25/1997,789.07,1483.4848
3/26/1997,790.5,1486.5284
3/27/1997,773.88,1455.2914
3/31/1997,757.12,1423.774
4/1/1997,759.64,1428.5163
4/2/1997,750.11,1410.8501
4/3/1997,750.32,1411.2567
4/4/1997,757.9,1425.5474
4/7/1997,762.13,1433.5185
4/8/1997,766.12,1441.4422
4/9/1997,760.6,1431.1381
4/10/1997,758.34,1426.922
4/11/1997,737.65,1388.0876
4/14/1997,743.73,1399.5311
4/15/1997,754.72,1420.2118
4/16/1997,763.53,1436.8901
4/17/1997,761.77,1433.6304
4/18/1997,766.34,1442.231
4/21/1997,760.37,1430.9984
4/22/1997,774.61,1457.7978
4/23/1997,773.64,1456.0261
4/24/1997,771.18,1451.4212
4/25/1997,765.37,1440.4863
4/28/1997,772.96,1454.8966
4/29/1997,794.05,1494.659
4/30/1997,801.34,1508.6687
5/1/1997,798.53,1503.5858
5/2/1997,812.97,1530.7798
5/5/1997,830.24,1563.4001
5/6/1997,827.76,1558.8571
5/7/1997,815.62,1536.2209
5/8/1997,820.26,1544.9946
5/9/1997,824.78,1553.9273
5/12/1997,837.66,1578.255
5/13/1997,833.13,1569.9989
5/14/1997,836.04,1575.7096
5/15/1997,841.88,1587.2052
5/16/1997,829.75,1564.6206
5/19/1997,833.27,1571.2865
5/20/1997,841.66,1587.2295
5/21/1997,839.35,1583.0421
5/22/1997,835.66,1576.1139
5/23/1997,847.03,1597.5833
5/27/1997,849.71,1602.6528
5/28/1997,847.21,1598.2132
5/29/1997,844.08,1592.548
5/30/1997,848.28,1600.5157
6/2/1997,846.36,1596.9129
6/3/1997,845.48,1595.2788
6/4/1997,840.11,1585.5196
6/5/1997,843.43,1591.9872
6/6/1997,858.01,1619.589
6/9/1997,862.91,1628.8959
6/10/1997,865.27,1633.3798
6/11/1997,869.57,1641.7933
6/12/1997,883.48,1668.4036
6/13/1997,893.27,1686.9029
6/16/1997,893.9,1688.1537
6/17/1997,894.42,1689.1358
6/18/1997,889.06,1679.0893
6/19/1997,897.99,1696.0059
6/20/1997,898.7,1697.3513
6/23/1997,878.62,1659.4542
6/24/1997,896.34,1692.9221
6/25/1997,888.99,1679.1054
6/26/1997,883.68,1669.439
6/27/1997,887.3,1676.3046
6/30/1997,885.14,1672.2239
7/1/1997,891.03,1683.5832
7/2/1997,904.03,1708.3709
7/3/1997,916.92,1732.7667
7/7/1997,912.2,1723.859
7/8/1997,918.75,1736.6152
7/9/1997,907.54,1715.5145
7/10/1997,913.78,1727.363
7/11/1997,916.68,1733.0876
7/14/1997,918.38,1736.3016
7/15/1997,925.76,1750.2567
7/16/1997,936.59,1770.8515
7/17/1997,931.61,1761.4636
7/18/1997,915.3,1730.6447
7/21/1997,912.94,1726.187
7/22/1997,933.98,1765.9694
7/23/1997,936.56,1770.8909
7/24/1997,940.3,1777.9757
7/25/1997,938.79,1775.1205
7/28/1997,936.45,1770.7005
7/29/1997,942.29,1781.8617
7/30/1997,952.29,1801.1067
7/31/1997,954.29,1805.1377
8/1/1997,947.14,1791.6817
8/4/1997,950.3,1797.6892
8/5/1997,952.37,1801.6243
8/6/1997,960.32,1816.8255
8/7/1997,951.19,1799.6647
8/8/1997,933.54,1766.2761
8/11/1997,937,1773.2948
8/12/1997,926.53,1753.5725
8/13/1997,922.02,1745.417
8/14/1997,924.77,1750.6781
8/15/1997,900.81,1705.4068
8/18/1997,912.49,1727.7318
8/19/1997,926.01,1753.3601
8/20/1997,939.35,1778.8851
8/21/1997,925.05,1751.8399
8/22/1997,923.55,1749.0137
8/25/1997,920.16,1742.597
8/26/1997,913.02,1729.1027
8/27/1997,913.7,1730.6127
8/28/1997,903.67,1711.8613
8/29/1997,899.47,1703.9571
9/2/1997,927.58,1757.2431
9/3/1997,927.86,1758.2387
9/4/1997,930.87,1763.9839
9/5/1997,929.05,1760.6268
9/8/1997,931.2,1764.8119
9/9/1997,933.62,1769.409
9/10/1997,919.03,1741.8194
9/11/1997,912.59,1730.1613
9/12/1997,923.91,1751.6658
9/15/1997,919.77,1744.1773
9/16/1997,945.64,1793.235
9/17/1997,943,1788.3517
9/18/1997,947.29,1796.5675
9/19/1997,950.51,1802.7067
9/22/1997,955.43,1812.0726
9/23/1997,951.93,1805.4385
9/24/1997,944.48,1791.3443
9/25/1997,937.91,1778.8928
9/26/1997,945.22,1793.3294
9/29/1997,953.34,1808.7717
9/30/1997,947.28,1797.2741
10/1/1997,955.41,1812.8584
10/2/1997,960.46,1822.5262
10/3/1997,965.03,1831.2317
10/6/1997,972.69,1845.7678
10/7/1997,983.12,1865.6538
10/8/1997,973.84,1848.5455
10/9/1997,970.62,1842.4861
10/10/1997,966.98,1835.6746
10/13/1997,968.1,1837.8008
10/14/1997,970.28,1841.9402
10/15/1997,965.72,1833.318
10/16/1997,955.23,1813.4476
10/17/1997,944.16,1792.4318
10/20/1997,955.61,1814.1886
10/21/1997,972.28,1845.8406
10/22/1997,968.49,1838.7613
10/23/1997,950.69,1804.9913
10/24/1997,941.64,1787.8089
10/27/1997,876.99,1665.0636
10/28/1997,921.85,1750.2354
10/29/1997,919.16,1745.4767
10/30/1997,903.68,1716.3764
10/31/1997,914.62,1737.1734
11/3/1997,938.99,1783.5186
11/4/1997,940.76,1786.8997
11/5/1997,942.76,1790.9589
11/6/1997,938.03,1782.1124
11/7/1997,927.51,1762.5248
11/10/1997,921.13,1750.5588
11/11/1997,923.78,1755.595
11/12/1997,905.96,1722.1244
11/13/1997,916.66,1742.5918
11/14/1997,928.35,1764.9191
11/17/1997,946.2,1798.9127
11/18/1997,938.23,1783.9654
11/19/1997,944.59,1796.3316
11/20/1997,958.98,1823.7152
11/21/1997,963.09,1831.556
11/24/1997,946.67,1800.3824
11/25/1997,950.82,1808.472
11/26/1997,951.64,1810.4033
11/28/1997,955.4,1817.6038
12/1/1997,974.78,1854.5087
12/2/1997,971.68,1848.6503
12/3/1997,976.77,1858.792
12/4/1997,973.1,1851.8734
12/5/1997,983.79,1872.2314
12/8/1997,982.37,1869.6595
12/9/1997,975.78,1857.1186
12/10/1997,969.79,1845.8395
12/11/1997,954.94,1818.0645
12/12/1997,953.39,1815.1272
12/15/1997,963.39,1834.1949
12/16/1997,968.04,1843.0485
12/17/1997,965.54,1838.4141
12/18/1997,955.3,1818.9835
12/19/1997,946.78,1802.7746
12/22/1997,953.7,1815.9868
12/23/1997,939.13,1788.2764
12/24/1997,932.7,1776.0792
12/26/1997,936.46,1783.2514
12/29/1997,953.35,1816.0294
12/30/1997,970.84,1849.5131
12/31/1997,970.43,1848.7789
1/2/1998,975.04,1857.6295
1/5/1998,977.07,1861.5305
1/6/1998,966.58,1841.6341
1/7/1998,964,1837.1572
1/8/1998,956.05,1822.0926
1/9/1998,927.69,1768.0426
1/12/1998,939.21,1789.998
1/13/1998,952.12,1814.6889
1/14/1998,957.94,1825.8382
1/15/1998,950.73,1812.162
1/16/1998,961.51,1832.7095
1/20/1998,978.6,1865.3039
1/21/1998,970.81,1850.572
1/22/1998,963.04,1835.768
1/23/1998,957.59,1825.399
1/26/1998,956.95,1824.179
1/27/1998,969.02,1847.1874
1/28/1998,977.46,1863.6388
1/29/1998,985.49,1879.0687
1/30/1998,980.28,1869.1425
2/2/1998,1001.27,1909.1778
2/3/1998,1006,1918.2962
2/4/1998,1006.9,1920.2625
2/5/1998,1003.54,1914.0845
2/6/1998,1012.46,1931.4451
2/9/1998,1010.74,1928.2993
2/10/1998,1019.01,1944.1012
2/11/1998,1020.01,1946.4318
2/12/1998,1024.14,1954.4948
2/13/1998,1020.09,1946.8229
2/17/1998,1022.76,1952.0167
2/18/1998,1032.08,1970.2755
2/19/1998,1028.28,1963.0806
2/20/1998,1034.21,1974.4248
2/23/1998,1038.14,1981.972
2/24/1998,1030.56,1967.5046
2/25/1998,1042.9,1991.3329
2/26/1998,1048.67,2002.5988
2/27/1998,1049.34,2003.9523
3/2/1998,1047.7,2000.8643
3/3/1998,1052.02,2009.1282
3/4/1998,1047.33,2000.6185
3/5/1998,1035.05,1977.4369
3/6/1998,1055.69,2017.0501
3/9/1998,1052.31,2010.6201
3/10/1998,1064.25,2033.455
3/11/1998,1068.47,2041.8962
3/12/1998,1069.92,2044.9896
3/13/1998,1068.61,2042.506
3/16/1998,1079.27,2062.9098
3/17/1998,1080.45,2065.1652
3/18/1998,1085.52,2074.9541
3/19/1998,1089.74,2083.0522
3/20/1998,1099.16,2101.074
3/23/1998,1095.55,2094.2102
3/24/1998,1105.65,2113.5269
3/25/1998,1101.93,2106.4509
3/26/1998,1100.8,2104.2955
3/27/1998,1095.44,2094.4511
3/30/1998,1093.55,2090.8615
3/31/1998,1101.75,2106.5564
4/1/1998,1108.15,2118.9372
4/2/1998,1120.01,2141.6989
4/3/1998,1122.7,2146.8762
4/6/1998,1121.38,2144.3683
4/7/1998,1109.54,2122.3468
4/8/1998,1101.65,2107.3068
4/9/1998,1110.67,2124.592
4/13/1998,1109.69,2122.8369
4/14/1998,1115.75,2134.4321
4/15/1998,1119.32,2141.2762
4/16/1998,1108.17,2119.9837
4/17/1998,1122.72,2147.8381
4/20/1998,1123.65,2149.6173
4/21/1998,1126.67,2155.3994
4/22/1998,1130.54,2162.941
4/23/1998,1119.58,2141.9998
4/24/1998,1107.9,2119.6552
4/27/1998,1086.54,2078.7889
4/28/1998,1085.11,2076.2007
4/29/1998,1094.63,2094.7239
4/30/1998,1111.75,2127.6333
5/1/1998,1121,2145.3482
5/4/1998,1122.07,2147.396
5/5/1998,1115.5,2134.8654
5/6/1998,1104.92,2115.1185
5/7/1998,1095.14,2096.4531
5/8/1998,1108.14,2121.3502
5/11/1998,1106.64,2119.3734
5/12/1998,1115.79,2136.9909
5/13/1998,1118.86,2143.278
5/14/1998,1117.37,2140.469
5/15/1998,1108.73,2124.0065
5/18/1998,1105.82,2118.6674
5/19/1998,1109.52,2125.7694
5/20/1998,1119.06,2144.3318
5/21/1998,1114.64,2135.8636
5/22/1998,1110.47,2127.8857
5/26/1998,1094.02,2096.3874
5/27/1998,1092.23,2093.2363
5/28/1998,1097.6,2103.8023
5/29/1998,1090.82,2090.8652
6/1/1998,1090.98,2091.2421
6/2/1998,1093.22,2095.5471
6/3/1998,1082.73,2075.9045
6/4/1998,1094.83,2099.1148
6/5/1998,1113.86,2135.675
6/8/1998,1115.72,2139.3558
6/9/1998,1118.41,2144.5605
6/10/1998,1112.28,2132.9241
6/11/1998,1094.58,2099.5417
6/12/1998,1098.84,2107.7468
6/15/1998,1077.01,2065.8875
6/16/1998,1087.59,2086.1899
6/17/1998,1107.11,2123.7133
6/18/1998,1106.37,2122.3853
6/19/1998,1100.65,2111.4278
6/22/1998,1103.21,2116.3794
6/23/1998,1119.49,2147.6118
6/24/1998,1132.88,2173.3701
6/25/1998,1129.28,2166.4637
6/26/1998,1133.2,2174.3403
6/29/1998,1138.49,2184.5092
6/30/1998,1133.84,2175.7749
7/1/1998,1148.56,2204.0969
7/2/1998,1146.42,2199.9919
7/6/1998,1157.33,2221.2514
7/7/1998,1154.66,2216.1557
7/8/1998,1166.38,2239.218
7/9/1998,1158.56,2224.2346
7/10/1998,1164.33,2235.3153
7/13/1998,1165.19,2237.0592
7/14/1998,1177.58,2260.8782
7/15/1998,1174.81,2255.5692
7/16/1998,1183.99,2273.2349
7/17/1998,1186.75,2278.534
7/20/1998,1184.1,2273.4655
7/21/1998,1165.07,2236.9333
7/22/1998,1164.08,2235.1969
7/23/1998,1139.75,2188.5045
7/24/1998,1140.8,2190.5207
7/27/1998,1147.27,2202.9452
7/28/1998,1130.24,2170.2449
7/29/1998,1125.21,2160.948
7/30/1998,1142.95,2195.3135
7/31/1998,1120.67,2152.5194
8/3/1998,1112.44,2136.7819
8/4/1998,1072.12,2059.384
8/5/1998,1081.43,2077.5588
8/6/1998,1089.63,2093.4938
8/7/1998,1089.45,2093.1538
8/10/1998,1083.14,2081.1581
8/11/1998,1068.98,2054.352
8/12/1998,1084.22,2084.0275
8/13/1998,1074.91,2066.1798
8/14/1998,1062.75,2042.9107
8/17/1998,1083.67,2083.1859
8/18/1998,1101.2,2117.1014
8/19/1998,1098.06,2111.1947
8/20/1998,1091.6,2098.8995
8/21/1998,1081.24,2079.0148
8/24/1998,1088.14,2092.2915
8/25/1998,1092.85,2101.353
8/26/1998,1084.19,2084.869
8/27/1998,1042.59,2005.06
8/28/1998,1027.14,1975.6377
8/31/1998,957.28,1841.3025
9/1/1998,994.26,1912.5135
9/2/1998,990.47,1905.6762
9/3/1998,982.26,1889.9192
9/4/1998,973.89,1873.9043
9/8/1998,1023.46,1969.399
9/9/1998,1006.2,1936.3044
9/10/1998,980.19,1886.286
9/11/1998,1009.06,1942.4052
9/14/1998,1029.72,1982.4682
9/15/1998,1037.68,1997.805
9/16/1998,1045.48,2012.9594
9/17/1998,1018.87,1961.8601
9/18/1998,1020.09,1964.2173
9/21/1998,1023.89,1971.5752
9/22/1998,1029.63,1982.6326
9/23/1998,1066.09,2052.9063
9/24/1998,1042.72,2007.9088
9/25/1998,1044.75,2011.8179
9/28/1998,1048.69,2020.0388
9/29/1998,1049.02,2020.7098
9/30/1998,1017.01,1959.1748
10/1/1998,986.39,1900.219
10/2/1998,1002.6,1931.5534
10/5/1998,988.56,1904.5047
10/6/1998,984.59,1896.9538
10/7/1998,970.68,1870.7131
10/8/1998,959.44,1849.0983
10/9/1998,984.39,1897.1837
10/12/1998,997.71,1922.8549
10/13/1998,994.8,1917.3664
10/14/1998,1005.53,1938.0772
10/15/1998,1047.49,2018.9583
10/16/1998,1056.42,2036.1895
10/19/1998,1062.39,2047.6963
10/20/1998,1063.93,2050.6646
10/21/1998,1069.92,2062.3513
10/22/1998,1078.48,2078.9021
10/23/1998,1070.67,2063.8668
10/26/1998,1072.32,2067.0474
10/27/1998,1065.34,2053.5925
10/28/1998,1068.09,2059.2934
10/29/1998,1085.93,2093.9377
10/30/1998,1098.67,2118.516
11/2/1998,1111.6,2143.4558
11/3/1998,1110.84,2142.048
11/4/1998,1118.67,2157.4524
11/5/1998,1133.85,2186.9119
11/6/1998,1141.01,2200.9248
11/9/1998,1130.2,2180.4154
11/10/1998,1128.26,2177.0513
11/11/1998,1120.97,2162.9847
11/12/1998,1117.69,2156.8709
11/13/1998,1125.72,2172.4713
11/16/1998,1135.87,2192.1097
11/17/1998,1139.32,2198.7988
11/18/1998,1144.48,2209.0246
11/19/1998,1152.61,2224.8544
11/20/1998,1163.55,2245.9778
11/23/1998,1188.21,2293.6147
11/24/1998,1182.99,2283.69
11/25/1998,1186.87,2291.3841
11/27/1998,1192.33,2302.3084
11/30/1998,1163.63,2246.8996
12/1/1998,1175.28,2269.4624
12/2/1998,1171.25,2262.1956
12/3/1998,1150.14,2221.4784
12/4/1998,1176.74,2272.8681
12/7/1998,1187.7,2294.0721
12/8/1998,1181.38,2282.0021
12/9/1998,1183.49,2286.2487
12/10/1998,1165.02,2250.6245
12/11/1998,1166.46,2253.8667
12/14/1998,1141.2,2205.0688
12/15/1998,1162.83,2246.8834
12/16/1998,1161.94,2245.2444
12/17/1998,1179.98,2280.23
12/18/1998,1188.03,2295.7986
12/21/1998,1202.84,2324.4674
12/22/1998,1203.57,2325.9176
12/23/1998,1228.54,2374.1853
12/24/1998,1226.27,2369.8413
12/28/1998,1225.49,2368.3339
12/29/1998,1241.81,2400.5562
12/30/1998,1231.93,2381.5254
12/31/1998,1229.23,2376.3278
1/4/1999,1228.1,2374.2157
1/5/1999,1244.78,2406.5628
1/6/1999,1272.34,2460.3914
1/7/1999,1269.73,2455.4934
1/8/1999,1275.09,2465.859
1/11/1999,1263.88,2444.1803
1/12/1999,1239.51,2397.0519
1/13/1999,1234.4,2387.3186
1/14/1999,1212.19,2344.3976
1/15/1999,1243.26,2404.5202
1/19/1999,1252,2421.4428
1/20/1999,1256.62,2430.5159
1/21/1999,1235.16,2389.0206
1/22/1999,1225.19,2369.756
1/25/1999,1233.98,2386.7664
1/26/1999,1252.31,2422.2303
1/27/1999,1243.17,2404.8857
1/28/1999,1265.37,2448.089
1/29/1999,1279.64,2475.6969
2/1/1999,1273,2462.8506
2/2/1999,1261.99,2441.651
2/3/1999,1272.07,2461.4704
2/4/1999,1248.49,2416.0314
2/5/1999,1239.4,2398.4931
2/8/1999,1243.77,2407.3349
2/9/1999,1216.14,2353.8904
2/10/1999,1223.55,2368.673
2/11/1999,1254.04,2427.8871
2/12/1999,1230.13,2381.6678
2/16/1999,1241.87,2404.4094
2/17/1999,1224.03,2370.1507
2/18/1999,1237.28,2395.9909
2/19/1999,1239.22,2399.7557
2/22/1999,1272.14,2463.5605
2/23/1999,1271.18,2461.7413
2/24/1999,1253.41,2427.5669
2/25/1999,1245.02,2411.6354
2/26/1999,1238.33,2398.7366
3/1/1999,1236.16,2394.6013
3/2/1999,1225.5,2373.987
3/3/1999,1227.7,2378.7806
3/4/1999,1246.64,2415.8018
3/5/1999,1275.47,2471.7122
3/8/1999,1282.73,2485.9262
3/9/1999,1279.84,2480.3318
3/10/1999,1286.84,2494.0509
3/11/1999,1297.68,2515.6498
3/12/1999,1294.59,2509.684
3/15/1999,1307.26,2534.2807
3/16/1999,1306.38,2532.5879
3/17/1999,1297.82,2516.1339
3/18/1999,1316.55,2552.5292
3/19/1999,1299.29,2519.0721
3/22/1999,1297.01,2514.6901
3/23/1999,1262.14,2447.0982
3/24/1999,1268.59,2459.6404
3/25/1999,1289.99,2501.1605
3/26/1999,1282.8,2487.2198
3/29/1999,1310.17,2540.644
3/30/1999,1300.75,2522.5619
3/31/1999,1286.37,2494.7046
4/1/1999,1293.72,2509.0764
4/5/1999,1321.12,2562.2297
4/6/1999,1317.89,2556.0655
4/7/1999,1326.89,2574.0407
4/8/1999,1343.98,2607.3007
4/9/1999,1348.35,2615.7785
4/12/1999,1358.64,2635.7728
4/13/1999,1349.82,2618.7674
4/14/1999,1328.44,2577.3399
4/15/1999,1322.86,2566.5211
4/16/1999,1319,2559.035
4/19/1999,1289.48,2501.7814
4/20/1999,1306.17,2534.1624
4/21/1999,1336.12,2592.4074
4/22/1999,1358.82,2636.5005
4/23/1999,1356.85,2632.6781
4/26/1999,1360.04,2638.8677
4/27/1999,1362.8,2644.2229
4/28/1999,1350.91,2621.353
4/29/1999,1342.83,2606.1181
4/30/1999,1335.18,2591.2926
5/3/1999,1354.63,2629.0408
5/4/1999,1332,2585.1444
5/5/1999,1347.31,2615.422
5/6/1999,1332.05,2585.985
5/7/1999,1345,2611.1285
5/10/1999,1340.3,2602.6116
5/11/1999,1355.61,2632.4988
5/12/1999,1364,2649.3025
5/13/1999,1367.56,2656.2738
5/14/1999,1337.8,2598.5596
5/17/1999,1339.49,2601.9142
5/18/1999,1333.32,2590.0997
5/19/1999,1344.23,2611.3958
5/20/1999,1338.83,2601.039
5/21/1999,1330.29,2584.4691
5/24/1999,1306.65,2538.5599
5/25/1999,1284.4,2495.3809
5/26/1999,1304.76,2535.2898
5/27/1999,1281.41,2490.2543
5/28/1999,1301.84,2529.9671
6/1/1999,1294.26,2515.3111
6/2/1999,1294.81,2516.897
6/3/1999,1299.54,2526.1234
6/4/1999,1327.75,2581.0017
6/7/1999,1334.52,2594.2655
6/8/1999,1317.33,2560.9351
6/9/1999,1318.64,2563.6724
6/10/1999,1302.82,2532.9396
6/11/1999,1293.64,2515.6502
6/14/1999,1294,2516.3966
6/15/1999,1301.16,2530.3336
6/16/1999,1330.41,2587.3028
6/17/1999,1339.9,2605.8781
6/18/1999,1342.84,2611.6036
6/21/1999,1349,2623.6298
6/22/1999,1335.88,2598.1189
6/23/1999,1333.06,2592.6655
6/24/1999,1315.78,2559.0633
6/25/1999,1315.31,2558.1543
6/28/1999,1331.35,2589.7064
6/29/1999,1351.45,2628.8296
6/30/1999,1372.71,2670.3737
7/1/1999,1380.96,2686.545
7/2/1999,1391.22,2706.5049
7/6/1999,1388.12,2700.7729
7/7/1999,1395.86,2716.4206
7/8/1999,1394.42,2713.7637
7/9/1999,1403.28,2731.0067
7/12/1999,1399.1,2722.8751
7/13/1999,1393.56,2712.2035
7/14/1999,1398.17,2721.2419
7/15/1999,1409.62,2743.5371
7/16/1999,1418.78,2761.3926
7/19/1999,1407.65,2739.7492
7/20/1999,1377.1,2680.2942
7/21/1999,1379.29,2684.7013
7/22/1999,1360.97,2649.0839
7/23/1999,1356.94,2641.2396
7/26/1999,1347.76,2623.371
7/27/1999,1362.84,2652.7238
7/28/1999,1365.4,2657.937
7/29/1999,1341.03,2610.9194
7/30/1999,1328.72,2586.9667
8/2/1999,1328.05,2585.6695
8/3/1999,1322.18,2574.3241
8/4/1999,1305.33,2541.8974
8/5/1999,1313.71,2558.4064
8/6/1999,1300.29,2532.6378
8/9/1999,1297.8,2527.8257
8/10/1999,1281.43,2496.025
8/11/1999,1301.93,2536.6376
8/12/1999,1298.16,2529.3794
8/13/1999,1327.68,2586.995
8/16/1999,1330.77,2593.09
8/17/1999,1344.16,2619.2016
8/18/1999,1332.84,2597.4053
8/19/1999,1323.59,2579.5035
8/20/1999,1336.61,2604.8822
8/23/1999,1360.22,2650.9249
8/24/1999,1363.5,2657.3338
8/25/1999,1381.79,2693.1681
8/26/1999,1362.01,2654.6458
8/27/1999,1348.27,2628.0794
8/30/1999,1324.02,2581.1173
8/31/1999,1320.41,2574.1094
9/1/1999,1331.07,2595.4701
9/2/1999,1319.11,2572.1814
9/3/1999,1357.24,2646.6194
9/7/1999,1350.45,2633.6143
9/8/1999,1344.15,2621.5885
9/9/1999,1347.66,2628.4375
9/10/1999,1351.66,2636.239
9/13/1999,1344.13,2622.1662
9/14/1999,1336.29,2606.8906
9/15/1999,1317.97,2571.2407
9/16/1999,1318.48,2572.385
9/17/1999,1335.42,2605.47
9/20/1999,1335.53,2605.7307
9/21/1999,1307.58,2551.2037
9/22/1999,1310.51,2556.9775
9/23/1999,1280.41,2498.2588
9/24/1999,1277.36,2492.3086
9/27/1999,1283.31,2503.9178
9/28/1999,1282.2,2502.3721
9/29/1999,1268.37,2475.5505
9/30/1999,1282.71,2503.5387
10/1/1999,1282.81,2503.7884
10/4/1999,1304.6,2546.3989
10/5/1999,1301.35,2540.154
10/6/1999,1325.4,2587.5117
10/7/1999,1317.64,2572.4128
10/8/1999,1336.02,2608.2959
10/11/1999,1335.21,2606.7145
10/12/1999,1313.04,2563.435
10/13/1999,1285.55,2509.9549
10/14/1999,1283.42,2505.8032
10/15/1999,1247.41,2435.4958
10/18/1999,1254.13,2448.6352
10/19/1999,1261.32,2462.6733
10/20/1999,1289.43,2517.7109
10/21/1999,1283.61,2506.3767
10/22/1999,1301.65,2541.6233
10/25/1999,1293.63,2525.968
10/26/1999,1281.91,2503.0833
10/27/1999,1296.71,2532.1762
10/28/1999,1342.44,2621.9133
10/29/1999,1362.93,2661.9464
11/1/1999,1354.12,2644.7642
11/2/1999,1347.74,2632.3363
11/3/1999,1354.93,2646.777
11/4/1999,1362.64,2661.8661
11/5/1999,1370.23,2676.726
11/8/1999,1377.01,2690.2165
11/9/1999,1365.28,2667.8226
11/10/1999,1373.46,2684.0892
11/11/1999,1381.46,2699.7232
11/12/1999,1396.06,2728.5013
11/15/1999,1394.39,2725.2965
11/16/1999,1420.07,2775.6069
11/17/1999,1410.71,2757.6669
11/18/1999,1424.94,2785.6287
11/19/1999,1422,2779.8866
11/22/1999,1420.94,2777.8494
11/23/1999,1404.64,2746.1131
11/24/1999,1417.08,2770.4565
11/26/1999,1416.62,2769.759
11/29/1999,1407.83,2752.995
11/30/1999,1388.91,2716.0392
12/1/1999,1397.72,2733.8548
12/2/1999,1409.04,2756.0174
12/3/1999,1433.3,2803.4741
12/6/1999,1423.33,2784.0359
12/7/1999,1409.17,2756.401
12/8/1999,1403.88,2746.3008
12/9/1999,1408.11,2754.6225
12/10/1999,1417.04,2772.0973
12/13/1999,1415.22,2769.0461
12/14/1999,1403.17,2745.5049
12/15/1999,1413.32,2765.4586
12/16/1999,1418.78,2776.2767
12/17/1999,1421.03,2780.7014
12/20/1999,1418.09,2775.0137
12/21/1999,1433.43,2805.0533
12/22/1999,1436.13,2810.6652
12/23/1999,1458.34,2854.1611
12/27/1999,1457.1,2851.7342
12/28/1999,1457.66,2852.8345
12/29/1999,1463.46,2864.5616
12/30/1999,1464.47,2866.587
12/31/1999,1469.25,2875.9662
1/3/2000,1455.22,2848.5253
1/4/2000,1399.42,2739.3918
1/5/2000,1402.11,2744.8982
1/6/2000,1403.45,2748.0689
1/7/2000,1441.47,2822.5161
1/10/2000,1457.6,2854.1555
1/11/2000,1438.56,2816.9564
1/12/2000,1432.25,2804.7711
1/13/2000,1449.68,2838.9042
1/14/2000,1465.15,2869.1991
1/18/2000,1455.14,2849.6235
1/19/2000,1455.9,2851.2391
1/20/2000,1445.57,2831.0164
1/21/2000,1441.36,2822.7715
1/24/2000,1401.53,2744.7896
1/25/2000,1410.03,2761.4362
1/26/2000,1404.09,2749.8863
1/27/2000,1398.56,2739.2489
1/28/2000,1360.16,2664.2769
1/31/2000,1394.46,2731.4708
2/1/2000,1409.28,2760.5002
2/2/2000,1409.12,2760.4524
2/3/2000,1424.97,2791.75
2/4/2000,1424.37,2790.6613
2/7/2000,1424.24,2790.4573
2/8/2000,1441.72,2824.8784
2/9/2000,1411.7,2766.6592
2/10/2000,1416.83,2776.725
2/11/2000,1387.12,2718.7784
2/14/2000,1389.94,2724.4117
2/15/2000,1402.05,2748.171
2/16/2000,1387.67,2720.4662
2/17/2000,1388.26,2721.6555
2/18/2000,1346.09,2638.9851
2/22/2000,1352.17,2650.9511
2/23/2000,1360.69,2667.8817
2/24/2000,1353.43,2653.7136
2/25/2000,1333.36,2614.5766
2/28/2000,1348.05,2643.7034
2/29/2000,1366.42,2679.7422
3/1/2000,1379.19,2705.3635
3/2/2000,1381.76,2710.4581
3/3/2000,1409.17,2764.2379
3/6/2000,1391.28,2729.4604
3/7/2000,1355.62,2659.58
3/8/2000,1366.7,2681.6079
3/9/2000,1401.69,2750.3249
3/10/2000,1395.07,2737.3355
