dates,Close,Adj
3/19/1981,133.46,141.141
3/20/1981,134.08,141.7967
3/23/1981,135.69,143.4994
3/24/1981,134.67,142.4207
3/25/1981,137.11,145.0011
3/26/1981,136.27,144.1128
3/27/1981,134.65,142.3995
3/30/1981,134.28,142.0082
3/31/1981,136,144.3772
4/1/1981,136.57,144.9823
4/2/1981,136.32,144.7169
4/3/1981,135.49,143.8357
4/6/1981,133.93,142.1796
4/7/1981,133.91,142.1584
4/8/1981,134.91,143.22
4/9/1981,134.67,142.9652
4/10/1981,134.51,142.7954
4/13/1981,133.15,141.3516
4/14/1981,132.68,140.8527
4/15/1981,134.17,142.4344
4/16/1981,134.7,142.9971
4/20/1981,135.45,143.7933
4/21/1981,134.23,142.4981
4/22/1981,134.14,142.4026
4/23/1981,133.94,142.1903
4/24/1981,135.14,143.4642
4/27/1981,135.48,143.8251
4/28/1981,134.33,142.6043
4/29/1981,133.05,141.2454
4/30/1981,132.81,141.5852
5/1/1981,132.72,141.4892
5/4/1981,130.67,139.3038
5/5/1981,130.32,138.9306
5/6/1981,130.78,139.421
5/7/1981,131.67,140.3698
5/8/1981,131.66,140.3592
5/11/1981,129.71,138.2803
5/12/1981,130.72,139.3571
5/13/1981,130.55,139.1758
5/14/1981,131.28,139.9541
5/15/1981,132.17,140.9029
5/18/1981,132.54,141.2973
5/19/1981,132.09,140.8176
5/20/1981,132,140.7216
5/21/1981,131.75,140.4551
5/22/1981,131.33,140.0074
5/26/1981,132.77,141.5425
5/27/1981,133.77,142.6086
5/28/1981,133.45,142.2674
5/29/1981,132.59,141.9476
6/1/1981,132.41,141.7549
6/2/1981,130.62,139.8386
6/3/1981,130.71,139.9349
6/4/1981,130.96,140.2026
6/5/1981,132.22,141.5515
6/8/1981,132.24,141.5729
6/9/1981,131.97,141.2839
6/10/1981,132.32,141.6586
6/11/1981,133.75,143.1895
6/12/1981,133.49,142.9111
6/15/1981,133.61,143.0396
6/16/1981,132.15,141.4766
6/17/1981,133.32,142.7291
6/18/1981,131.64,140.9306
6/19/1981,132.27,141.605
6/22/1981,131.95,141.2624
6/23/1981,133.35,142.7613
6/24/1981,132.66,142.0226
6/25/1981,132.81,142.1831
6/26/1981,132.56,141.9155
6/29/1981,131.89,141.1982
6/30/1981,131.21,141.059
7/1/1981,129.77,139.5109
7/2/1981,128.64,138.2961
7/6/1981,127.37,136.9308
7/7/1981,128.24,137.8661
7/8/1981,128.32,137.9521
7/9/1981,129.3,139.0057
7/10/1981,129.37,139.0809
7/13/1981,129.64,139.3712
7/14/1981,129.65,139.3819
7/15/1981,130.25,140.027
7/16/1981,130.34,140.1237
7/17/1981,130.76,140.5753
7/20/1981,128.72,138.3821
7/21/1981,128.34,137.9736
7/22/1981,127.13,136.6728
7/23/1981,127.4,136.963
7/24/1981,128.46,138.1026
7/27/1981,129.9,139.6507
7/28/1981,129.14,138.8337
7/29/1981,129.16,138.8552
7/30/1981,130.01,139.769
7/31/1981,130.92,141.3493
8/3/1981,130.48,140.8743
8/4/1981,131.98,142.4937
8/5/1981,132.67,143.2387
8/6/1981,132.64,143.2063
8/7/1981,131.75,142.2454
8/10/1981,132.54,143.0984
8/11/1981,133.85,144.5127
8/12/1981,133.4,144.0269
8/13/1981,133.51,144.1456
8/14/1981,132.49,143.0444
8/17/1981,131.22,141.6732
8/18/1981,130.11,140.4748
8/19/1981,130.49,140.8851
8/20/1981,130.69,141.101
8/21/1981,129.23,139.5247
8/24/1981,125.5,135.4975
8/25/1981,126.13,136.1777
8/26/1981,124.96,134.9145
8/27/1981,123.51,133.349
8/28/1981,124.08,133.9644
8/31/1981,122.79,133.1871
9/1/1981,123.02,133.4365
9/2/1981,123.49,133.9463
9/3/1981,121.24,131.5058
9/4/1981,120.07,130.2368
9/8/1981,117.98,127.9698
9/9/1981,118.4,128.4253
9/10/1981,120.14,130.3127
9/11/1981,121.61,131.9071
9/14/1981,120.66,130.8767
9/15/1981,119.77,129.9114
9/16/1981,118.87,128.9351
9/17/1981,117.15,127.0695
9/18/1981,116.26,126.1041
9/21/1981,117.24,127.1671
9/22/1981,116.68,126.5597
9/23/1981,115.65,125.4425
9/24/1981,115.01,124.7483
9/25/1981,112.77,122.3186
9/28/1981,115.53,125.3123
9/29/1981,115.94,125.7571
9/30/1981,116.18,126.6248
10/1/1981,117.08,127.6057
10/2/1981,119.36,130.0907
10/5/1981,119.51,130.2542
10/6/1981,119.39,130.1234
10/7/1981,121.31,132.216
10/8/1981,122.31,133.3059
10/9/1981,121.45,132.3686
10/12/1981,121.21,132.107
10/13/1981,120.98,131.8563
10/14/1981,118.8,129.4803
10/15/1981,119.71,130.4721
10/16/1981,119.19,129.9054
10/19/1981,118.98,129.6765
10/20/1981,120.28,131.0934
10/21/1981,120.1,130.8972
10/22/1981,119.64,130.3958
10/23/1981,118.6,129.2624
10/26/1981,118.16,128.7828
10/27/1981,119.29,130.0144
10/28/1981,119.45,130.1888
10/29/1981,119.06,129.7637
10/30/1981,121.89,133.4585
11/2/1981,124.2,135.9877
11/3/1981,124.8,136.6447
11/4/1981,124.74,136.579
11/5/1981,123.54,135.2651
11/6/1981,122.67,134.3125
11/9/1981,123.29,134.9913
11/10/1981,122.7,134.3453
11/11/1981,122.92,134.5862
11/12/1981,123.19,134.8819
11/13/1981,121.67,133.2176
11/16/1981,120.24,131.6519
11/17/1981,121.15,132.6482
11/18/1981,120.26,131.6738
11/19/1981,120.71,132.1665
11/20/1981,121.71,133.2614
11/23/1981,121.6,133.1409
11/24/1981,123.51,135.2322
11/25/1981,124.05,135.8235
11/27/1981,125.09,136.9622
11/30/1981,126.35,138.9659
12/1/1981,126.1,138.6909
12/2/1981,124.69,137.1401
12/3/1981,125.12,137.6131
12/4/1981,126.26,138.8669
12/7/1981,125.19,137.69
12/8/1981,124.82,137.2831
12/9/1981,125.48,138.009
12/10/1981,125.71,138.262
12/11/1981,124.93,137.4041
12/14/1981,122.78,135.0394
12/15/1981,122.99,135.2704
12/16/1981,122.42,134.6435
12/17/1981,123.12,135.4134
12/18/1981,124,136.3812
12/21/1981,123.34,135.6553
12/22/1981,122.88,135.1494
12/23/1981,122.31,134.5225
12/24/1981,122.54,134.7754
12/28/1981,122.27,134.4785
12/29/1981,121.67,133.8186
12/30/1981,122.3,134.5115
12/31/1981,122.55,135.4024
1/4/1982,122.74,135.6123
1/5/1982,120.05,132.6402
1/6/1982,119.18,131.6789
1/7/1982,118.93,131.4027
1/8/1982,119.55,132.0877
1/11/1982,116.78,129.0272
1/12/1982,116.3,128.4969
1/13/1982,114.88,126.928
1/14/1982,115.54,127.6572
1/15/1982,116.33,128.53
1/18/1982,117.22,129.5134
1/19/1982,115.97,128.1323
1/20/1982,115.27,127.3589
1/21/1982,115.75,127.8892
1/22/1982,115.38,127.4804
1/25/1982,115.41,127.5136
1/26/1982,115.19,127.2705
1/27/1982,115.14,127.2152
1/28/1982,118.92,131.3917
1/29/1982,120.4,133.6346
2/1/1982,117.78,130.7266
2/2/1982,118.01,130.9818
2/3/1982,116.48,129.2837
2/4/1982,116.42,129.2171
2/5/1982,117.26,130.1494
2/8/1982,114.63,127.2303
2/9/1982,113.68,126.1759
2/10/1982,114.66,127.2636
2/11/1982,114.43,127.0083
2/12/1982,114.38,126.9528
2/16/1982,114.06,126.5977
2/17/1982,113.69,126.187
2/18/1982,113.82,126.3313
2/19/1982,113.22,125.6653
2/22/1982,111.59,123.8561
2/23/1982,111.51,123.7674
2/24/1982,113.47,125.9428
2/25/1982,113.21,125.6542
2/26/1982,113.11,126.1648
3/1/1982,113.31,126.3879
3/2/1982,112.68,125.6852
3/3/1982,110.92,123.722
3/4/1982,109.88,122.562
3/5/1982,109.34,121.9597
3/8/1982,107.34,119.7288
3/9/1982,108.83,121.3908
3/10/1982,109.41,122.0377
3/11/1982,109.36,121.982
3/12/1982,108.61,121.1454
3/15/1982,109.45,122.0824
3/16/1982,109.28,121.8927
3/17/1982,109.08,121.6697
3/18/1982,110.3,123.0305
3/19/1982,110.61,123.3762
3/22/1982,112.77,125.7855
3/23/1982,113.55,126.6556
3/24/1982,112.97,126.0086
3/25/1982,113.21,126.2763
3/26/1982,111.94,124.8597
3/29/1982,112.3,125.2613
3/30/1982,112.27,125.2278
3/31/1982,111.96,125.5067
4/1/1982,113.79,127.5581
4/2/1982,115.12,129.049
4/5/1982,114.73,128.6118
4/6/1982,115.36,129.3181
4/7/1982,115.46,129.4302
4/8/1982,116.22,130.2821
4/12/1982,116,130.0355
4/13/1982,115.99,130.0243
4/14/1982,115.83,129.8449
4/15/1982,116.35,130.4279
4/16/1982,116.81,130.9435
4/19/1982,116.7,130.8202
4/20/1982,115.44,129.4078
4/21/1982,115.72,129.7216
4/22/1982,117.19,131.3695
4/23/1982,118.64,132.9949
4/26/1982,119.26,133.69
4/27/1982,118,132.2775
4/28/1982,117.26,131.448
4/29/1982,116.13,130.1812
4/30/1982,116.44,131.1789
5/3/1982,116.81,131.5958
5/4/1982,117.46,132.328
5/5/1982,117.67,132.5646
5/6/1982,118.68,133.7025
5/7/1982,119.47,134.5925
5/10/1982,118.38,133.3645
5/11/1982,119.42,134.5361
5/12/1982,119.17,134.2545
5/13/1982,118.22,133.1842
5/14/1982,118.01,132.9477
5/17/1982,116.71,131.4831
5/18/1982,115.84,130.503
5/19/1982,114.89,129.4327
5/20/1982,114.59,129.0948
5/21/1982,114.89,129.4327
5/24/1982,114.79,129.3201
5/25/1982,114.4,128.8807
5/26/1982,113.11,127.4274
5/27/1982,112.66,126.9205
5/28/1982,111.88,126.0417
6/1/1982,111.68,126.4834
6/2/1982,112.04,126.8911
6/3/1982,111.86,126.6873
6/4/1982,110.09,124.6827
6/7/1982,110.12,124.7166
6/8/1982,109.63,124.1617
6/9/1982,108.99,123.4369
6/10/1982,109.61,124.139
6/11/1982,111.24,125.9851
6/14/1982,109.96,124.5354
6/15/1982,109.96,124.5354
6/16/1982,108.87,123.3009
6/17/1982,107.6,121.8626
6/18/1982,107.28,121.5002
6/21/1982,107.2,121.4096
6/22/1982,108.3,122.6554
6/23/1982,110.14,124.7393
6/24/1982,109.83,124.3882
6/25/1982,109.14,123.6067
6/28/1982,110.26,124.8752
6/29/1982,110.21,124.8186
6/30/1982,109.61,124.8072
7/1/1982,108.71,123.7825
7/2/1982,107.65,122.5755
7/6/1982,107.29,122.1656
7/7/1982,107.22,122.0859
7/8/1982,107.53,122.4389
7/9/1982,108.83,123.9191
7/12/1982,109.57,124.7617
7/13/1982,109.45,124.6251
7/14/1982,110.44,125.7523
7/15/1982,110.47,125.7865
7/16/1982,111.07,126.4697
7/19/1982,110.73,126.0825
7/20/1982,111.54,127.0048
7/21/1982,111.42,126.8682
7/22/1982,111.47,126.9251
7/23/1982,111.17,126.5835
7/26/1982,110.36,125.6612
7/27/1982,109.43,124.6023
7/28/1982,107.73,122.6666
7/29/1982,107.72,122.6552
7/30/1982,107.09,122.5869
8/2/1982,108.98,124.7504
8/3/1982,107.83,123.434
8/4/1982,106.14,121.4994
8/5/1982,105.16,120.3776
8/6/1982,103.71,118.7178
8/9/1982,103.08,117.9966
8/10/1982,102.84,117.7219
8/11/1982,102.6,117.4471
8/12/1982,102.42,117.2411
8/13/1982,103.85,118.878
8/16/1982,104.09,119.1528
8/17/1982,109.04,124.8191
8/18/1982,108.53,124.2353
8/19/1982,109.16,124.9564
8/20/1982,113.02,129.375
8/23/1982,116.11,132.9122
8/24/1982,115.34,132.0307
8/25/1982,117.58,134.5949
8/26/1982,118.55,135.7052
8/27/1982,117.11,134.0569
8/30/1982,117.66,134.6865
8/31/1982,119.51,137.4681
9/1/1982,118.25,136.0188
9/2/1982,120.28,138.3538
9/3/1982,122.68,141.1144
9/7/1982,121.37,139.6076
9/8/1982,122.2,140.5623
9/9/1982,121.97,140.2977
9/10/1982,120.97,139.1475
9/13/1982,122.24,140.6083
9/14/1982,123.1,141.5975
9/15/1982,124.29,142.9664
9/16/1982,123.77,142.3682
9/17/1982,122.55,140.9649
9/20/1982,122.51,140.9189
9/21/1982,124.88,143.645
9/22/1982,123.99,142.6213
9/23/1982,123.81,142.4142
9/24/1982,123.32,141.8506
9/27/1982,123.62,142.1957
9/28/1982,123.24,141.7586
9/29/1982,121.63,139.9067
9/30/1982,120.42,139.182
10/1/1982,121.97,140.9735
10/4/1982,121.51,140.4418
10/5/1982,121.98,140.985
10/6/1982,126.97,146.7525
10/7/1982,128.8,148.8676
10/8/1982,131.05,151.4682
10/11/1982,134.47,155.421
10/12/1982,134.44,155.3864
10/13/1982,136.71,158.01
10/14/1982,134.57,155.5366
10/15/1982,133.57,154.3808
10/18/1982,136.73,158.0332
10/19/1982,136.58,157.8598
10/20/1982,139.23,160.9227
10/21/1982,139.06,160.7262
10/22/1982,138.83,160.4604
10/25/1982,133.32,154.0919
10/26/1982,134.48,155.4326
10/27/1982,135.28,156.3572
10/28/1982,133.59,154.4039
10/29/1982,133.71,155.2014
11/1/1982,135.47,157.2443
11/2/1982,137.49,159.589
11/3/1982,142.87,165.8337
11/4/1982,141.86,164.6614
11/5/1982,142.16,165.0096
11/8/1982,140.44,163.0132
11/9/1982,143.02,166.0079
11/10/1982,141.16,163.8489
11/11/1982,141.76,164.5453
11/12/1982,139.53,161.9569
11/15/1982,137.03,159.0551
11/16/1982,135.42,157.1863
11/17/1982,137.93,160.0997
11/18/1982,138.34,160.5756
11/19/1982,137.02,159.0435
11/22/1982,134.22,155.7934
11/23/1982,132.93,154.2961
11/24/1982,133.88,155.3988
11/26/1982,134.88,156.5595
11/29/1982,134.2,155.7702
11/30/1982,138.54,161.4694
12/1/1982,138.72,161.6792
12/2/1982,138.82,161.7957
12/3/1982,138.69,161.6442
12/6/1982,141.77,165.234
12/7/1982,142.72,166.3412
12/8/1982,141.81,165.2806
12/9/1982,140,163.171
12/10/1982,139.57,162.6699
12/13/1982,139.95,163.1128
12/14/1982,137.39,160.1291
12/15/1982,135.24,157.6232
12/16/1982,135.3,157.6931
12/17/1982,137.49,160.2456
12/20/1982,136.26,158.812
12/21/1982,138.61,161.551
12/22/1982,138.83,161.8074
12/23/1982,139.72,162.8447
12/27/1982,142.18,165.7118
12/28/1982,140.77,164.0685
12/29/1982,141.24,164.6163
12/30/1982,140.33,163.5557
12/31/1982,140.64,164.5813
1/3/1983,138.34,161.8898
1/4/1983,141.35,165.4122
1/5/1983,141.96,166.126
1/6/1983,145.27,169.9995
1/7/1983,145.18,169.8941
1/10/1983,146.78,171.7665
1/11/1983,145.78,170.5963
1/12/1983,146.69,171.6612
1/13/1983,145.72,170.5261
1/14/1983,146.65,171.6144
1/17/1983,146.71,171.6846
1/18/1983,146.4,171.3218
1/19/1983,145.27,169.9995
1/20/1983,146.29,171.1931
1/21/1983,143.85,168.3377
1/24/1983,139.97,163.7972
1/25/1983,141.75,165.8803
1/26/1983,141.54,165.6345
1/27/1983,144.27,168.8292
1/28/1983,144.51,169.1101
1/31/1983,145.3,170.7016
2/1/1983,142.96,167.9525
2/2/1983,143.23,168.2697
2/3/1983,144.26,169.4798
2/4/1983,146.14,171.6885
2/7/1983,146.93,172.6166
2/8/1983,145.7,171.1715
2/9/1983,145,170.3492
2/10/1983,147.5,173.2862
2/11/1983,147.63,173.4389
2/14/1983,148.92,174.9545
2/15/1983,148.3,174.2261
2/16/1983,147.43,173.204
2/17/1983,147.44,173.2157
2/18/1983,148,173.8736
2/22/1983,145.48,170.9131
2/23/1983,146.79,172.4521
2/24/1983,149.6,175.7533
2/25/1983,149.74,175.9178
2/28/1983,148.06,174.6138
3/1/1983,150.88,177.9395
3/2/1983,152.3,179.6142
3/3/1983,153.48,181.0058
3/4/1983,153.67,181.2299
3/7/1983,153.67,181.2299
3/8/1983,151.26,178.3877
3/9/1983,152.87,180.2864
3/10/1983,151.8,179.0245
3/11/1983,151.24,178.3641
3/14/1983,150.83,177.8805
3/15/1983,151.36,178.5056
3/16/1983,149.8,176.6658
3/17/1983,149.59,176.4182
3/18/1983,149.9,176.7838
3/21/1983,151.19,178.3051
3/22/1983,150.66,177.6801
3/23/1983,152.81,180.2156
3/24/1983,153.37,180.8761
3/25/1983,152.67,180.0505
3/28/1983,151.85,179.0835
3/29/1983,151.59,178.7768
3/30/1983,153.39,180.8997
3/31/1983,152.96,181.0648
4/4/1983,153.02,181.1358
4/5/1983,151.89,179.7982
4/6/1983,151.04,178.792
4/7/1983,151.76,179.6443
4/8/1983,152.85,180.9346
4/11/1983,155.14,183.6453
4/12/1983,155.82,184.4503
4/13/1983,156.77,185.5748
4/14/1983,158.11,187.161
4/15/1983,158.75,187.9186
4/18/1983,159.74,189.0905
4/19/1983,158.71,187.8713
4/20/1983,160.71,190.2388
4/21/1983,160.05,189.4575
4/22/1983,160.42,189.8955
4/25/1983,158.81,187.9897
4/26/1983,161.81,191.5409
4/27/1983,161.44,191.1029
4/28/1983,162.95,192.8903
4/29/1983,164.42,195.3288
5/2/1983,162.11,192.5846
5/3/1983,162.34,192.8578
5/4/1983,163.31,194.0102
5/5/1983,164.28,195.1625
5/6/1983,166.1,197.3247
5/9/1983,165.81,196.9801
5/10/1983,165.95,197.1465
5/11/1983,164.96,195.9704
5/12/1983,164.25,195.1269
5/13/1983,164.9,195.8991
5/16/1983,163.4,194.1171
5/17/1983,163.71,194.4854
5/18/1983,163.27,193.9627
5/19/1983,161.99,192.442
5/20/1983,162.14,192.6202
5/23/1983,163.43,194.1527
5/24/1983,165.54,196.6594
5/25/1983,166.21,197.4553
5/26/1983,165.48,196.5881
5/27/1983,164.46,195.3764
5/31/1983,162.39,193.63
6/1/1983,162.55,193.8208
6/2/1983,163.98,195.5259
6/3/1983,164.42,196.0505
6/6/1983,164.83,196.5394
6/7/1983,162.77,194.0831
6/8/1983,161.36,192.4019
6/9/1983,161.83,192.9623
6/10/1983,162.68,193.9758
6/13/1983,164.84,196.5513
6/14/1983,165.53,197.3741
6/15/1983,167.12,199.27
6/16/1983,169.14,201.6786
6/17/1983,169.13,201.6666
6/20/1983,169.02,201.5355
6/21/1983,170.53,203.336
6/22/1983,170.99,203.8845
6/23/1983,170.57,203.3837
6/24/1983,170.4,203.181
6/27/1983,168.46,200.8677
6/28/1983,165.68,197.5529
6/29/1983,166.64,198.6976
6/30/1983,168.11,201.1658
7/1/1983,168.91,202.1231
7/5/1983,166.6,199.3589
7/6/1983,168.48,201.6086
7/7/1983,167.56,200.5077
7/8/1983,167.08,199.9333
7/11/1983,168.11,201.1658
7/12/1983,165.53,198.0785
7/13/1983,165.46,197.9948
7/14/1983,166.01,198.6529
7/15/1983,164.29,196.5947
